step,train_loss,raw_bpb,lr_multiplier
248,4.999158471822739,1.5472412959890391,0.4
504,4.14342026412487,1.3262443022812667,0.4
760,4.011871501803398,1.2560167221689376,0.4
1016,3.9220211505889893,1.2196202327728334,0.4
1272,3.865216001868248,1.1929695033008545,0.3569333333333334
1528,3.8253782093524933,1.1680610944600667,0.3070461538461539
1784,3.706254720687866,1.149310083671839,0.2571589743589744
2040,3.6682200133800507,1.1288545572938316,0.20727179487179487
2296,3.5401019603013992,1.1098837930899752,0.1573846153846154
2488,3.4004204720258713,1.0949631063017908,0.11996923076923079
2600,3.577537640929222,1.0861370711401235,0.09814358974358975
2696,3.5481274276971817,1.0805336873393265,0.07943589743589745
2760,3.537635400891304,1.0756712845415395,0.06696410256410257
2808,3.3138674795627594,1.0731374396259916,0.05761025641025641
2856,3.443336009979248,1.0698023520600315,0.04825641025641026
2904,3.4888983368873596,1.0672236023175004,0.03890256410256411
2936,3.4738971889019012,1.0655496611474011,0.03266666666666667
2968,3.455753892660141,1.0639729072639925,0.026430769230769237
3000,3.4884614646434784,1.0621236646535857,0.020194871794871797
