recipe,method,alpha,step,eval_kind,bpb,bpb_se,nll,nll_se,n_eval_batches,eval_seconds,floor,trajectory_id,lr_multiplier,stream_seed,paired_delta_vs_raw,paired_se_vs_raw,paired_z_vs_raw,window,spacing,ema_beta,mean_alpha_by_numel
raw,Raw iterate,0.0,248,curve,1.5241486770955341,0.020051528340972066,4.94003327190876,0.03954339415518868,32,1.0730265229940414,0.125,floor_12p50pct,0.4,,,,,,,,
tsa:0.100,TSA alpha=0.10,0.1,248,curve,1.5251695068066717,0.020092526179679035,4.9434571117162704,0.03952044268580518,32,0.8242555629985873,0.125,floor_12p50pct,0.4,,0.0010208297111376427,0.0003174548792704202,3.2156686754468216,8,32,,
tsa:0.200,TSA alpha=0.20,0.2,248,curve,1.5315699629287969,0.020136848784443866,4.964344650506973,0.03940403249627252,32,0.7868176150077488,0.125,floor_12p50pct,0.4,,0.007421285833262473,0.0006192608454641622,11.984103124911611,8,32,,
tsa:0.300,TSA alpha=0.30,0.3,248,curve,1.5430142376235947,0.0201899626274742,5.001605302095413,0.03919688471372511,32,0.8050338850007392,0.125,floor_12p50pct,0.4,,0.018865560528060564,0.0009402184040429215,20.065083226342953,8,32,,
tsa:0.400,TSA alpha=0.40,0.4,248,curve,1.5591412651796301,0.020241797007978957,5.054073169827461,0.03888201546484312,32,0.7851560989802238,0.125,floor_12p50pct,0.4,,0.03499258808409579,0.0012876415492297632,27.17572146147935,8,32,,
tsa:0.500,TSA alpha=0.50,0.5,248,curve,1.5780978267209527,0.02029273970439528,5.1157101690769196,0.03849617402119259,32,1.6132732059923,0.125,floor_12p50pct,0.4,,0.053949149625418455,0.0016602227013182193,32.495128263565334,8,32,,
tsa:0.550,TSA alpha=0.55,0.55,248,curve,1.5882758489975952,0.020316366813711306,5.148801222443581,0.03826972902270674,32,0.7984718159714248,0.125,floor_12p50pct,0.4,,0.06412717190206105,0.0018559777215302771,34.551692705226756,8,32,,
tsa:0.600,TSA alpha=0.60,0.6,248,curve,1.5990871610793822,0.0203406833819872,5.1839466989040375,0.03804230093564099,32,0.762720165977953,0.125,floor_12p50pct,0.4,,0.07493848398384814,0.002063637529604915,36.31378229402291,8,32,,
tsa:0.650,TSA alpha=0.65,0.65,248,curve,1.610618209822293,0.0203721718610434,5.221435382962227,0.037818763837487064,32,0.780740437010536,0.125,floor_12p50pct,0.4,,0.08646953272675886,0.0022823604837157075,37.88601027037829,8,32,,
tsa:0.700,TSA alpha=0.70,0.7,248,curve,1.6225028665294237,0.020410772274538337,5.260076642036438,0.0375966348611184,32,0.8186252060113475,0.125,floor_12p50pct,0.4,,0.09835418943388945,0.0025135203147813204,39.13005550641288,8,32,,
tsa:0.750,TSA alpha=0.75,0.75,248,curve,1.6338147741871873,0.020438171406795023,5.296851813793182,0.03734980676657688,32,0.7855420830019284,0.125,floor_12p50pct,0.4,,0.10966609709165318,0.002734774477422991,40.10059988383129,8,32,,
tsa:0.800,TSA alpha=0.80,0.8,248,curve,1.6462988841347033,0.02048262047444217,5.337450265884399,0.03712284481389898,32,0.7764117690094281,0.125,floor_12p50pct,0.4,,0.12215020703916901,0.002986719742743698,40.897780026376985,8,32,,
tsa:0.900,TSA alpha=0.90,0.9,248,curve,1.6701856230648708,0.020569507106123448,5.415116131305695,0.03664813347400956,32,0.791378779016668,0.125,floor_12p50pct,0.4,,0.14603694596933656,0.0034838132634153196,41.918706580205956,8,32,,
tsa:1.000,Uniform LAWA,1.0,248,curve,1.6945555606978047,0.020676779129030865,5.49436229467392,0.03620265708989606,32,0.8023920909909066,0.125,floor_12p50pct,0.4,,0.17040688360227055,0.004023243743951596,42.355595247853,8,32,,
raw,Raw iterate,0.0,504,curve,1.3127071009167026,0.017606484775160035,4.257636688649654,0.04408625550793802,32,0.7777802530035842,0.125,floor_12p50pct,0.4,,,,,,,,
tsa:0.100,TSA alpha=0.10,0.1,504,curve,1.3060005643163421,0.01759625735139945,4.235822059214115,0.044110475206127556,32,0.8515609150053933,0.125,floor_12p50pct,0.4,,-0.006706536600360226,0.0001729874991010478,-38.76890893973045,8,32,,
tsa:0.200,TSA alpha=0.20,0.2,504,curve,1.3012471867325746,0.017572712122369067,4.22035326063633,0.04404185508107091,32,0.793769332987722,0.125,floor_12p50pct,0.4,,-0.01145991418412795,0.0003358222765571725,-34.124937456842424,8,32,,
tsa:0.300,TSA alpha=0.30,0.3,504,curve,1.2987458252348127,0.017562869039335797,4.212190851569176,0.04393623877673763,32,0.7880853149981704,0.125,floor_12p50pct,0.4,,-0.013961275681889943,0.0005012397722560803,-27.853487401947852,8,32,,
tsa:0.400,TSA alpha=0.40,0.4,504,curve,1.2975398064908388,0.0175510454121775,4.20821163803339,0.0438070992085821,32,0.7848854770127218,0.125,floor_12p50pct,0.4,,-0.015167294425863703,0.000690956444524416,-21.95115849350435,8,32,,
tsa:0.500,TSA alpha=0.50,0.5,504,curve,1.2982763500124346,0.017545893619096583,4.210541628301144,0.0436387037896806,32,0.8006714269868098,0.125,floor_12p50pct,0.4,,-0.014430750904267868,0.0009010933362332002,-16.014712709553578,8,32,,
tsa:0.550,TSA alpha=0.55,0.55,504,curve,1.299265957689866,0.017547183851834996,4.213720478117466,0.0435323119803022,32,0.8252947409928311,0.125,floor_12p50pct,0.4,,-0.013441143226836635,0.0010215971523677468,-13.156989715255387,8,32,,
tsa:0.600,TSA alpha=0.60,0.6,504,curve,1.3003570273208709,0.017535062795951403,4.217217393219471,0.04340798410806316,32,0.7850478389882483,0.125,floor_12p50pct,0.4,,-0.012350073595831602,0.0011447013664843276,-10.788904388016812,8,32,,
tsa:0.650,TSA alpha=0.65,0.65,504,curve,1.3019775340753001,0.01753847996698182,4.222433835268021,0.04330139060540849,32,0.7744060200056992,0.125,floor_12p50pct,0.4,,-0.010729566841402284,0.0012656021123423982,-8.477835756408322,8,32,,
tsa:0.700,TSA alpha=0.70,0.7,504,curve,1.304010690717206,0.01753886026553839,4.228988900780678,0.04317086659366257,32,0.7700278180127498,0.125,floor_12p50pct,0.4,,-0.008696410199496601,0.001403521830587659,-6.196134616485009,8,32,,
tsa:0.750,TSA alpha=0.75,0.75,504,curve,1.3063379633670702,0.017536114828927005,4.236500114202499,0.043023110535842825,32,0.7856929719855543,0.125,floor_12p50pct,0.4,,-0.006369137549632448,0.0015394852964381218,-4.1371863468709975,8,32,,
tsa:0.800,TSA alpha=0.80,0.8,504,curve,1.3090957210750225,0.017545373475737105,4.245403103530407,0.0428993549950539,32,0.7966902360203676,0.125,floor_12p50pct,0.4,,-0.003611379841680168,0.0016749214322514185,-2.1561488032461167,8,32,,
tsa:0.900,TSA alpha=0.90,0.9,504,curve,1.3153470421471019,0.017550082944392302,4.265593372285366,0.042606969879924655,32,0.7970901279768441,0.125,floor_12p50pct,0.4,,0.002639941230399262,0.0019760549214098686,1.3359655148226983,8,32,,
tsa:1.000,Uniform LAWA,1.0,504,curve,1.3227735895503798,0.017565893854045254,4.289587736129761,0.04229540003472464,32,0.7845852299942635,0.125,floor_12p50pct,0.4,,0.010066488633677262,0.002274307470328085,4.426177535364249,8,32,,
raw,Raw iterate,0.0,760,curve,1.250420330425486,0.017308864497969825,4.056191921234131,0.04545142621220064,32,0.7961701420135796,0.125,floor_12p50pct,0.4,,,,,,,,
tsa:0.100,TSA alpha=0.10,0.1,760,curve,1.24073874766203,0.017278583473299223,4.024790875613689,0.045580467449781455,32,0.7934487839811482,0.125,floor_12p50pct,0.4,,-0.00968158276345596,0.00019748280891081373,-49.02493952184117,8,32,,
tsa:0.200,TSA alpha=0.20,0.2,760,curve,1.232723375247459,0.01724023766376457,3.9987650215625763,0.045621580134603795,32,0.7904428269830532,0.125,floor_12p50pct,0.4,,-0.01769695517802712,0.00035727385946168874,-49.533305360463416,8,32,,
tsa:0.300,TSA alpha=0.30,0.3,760,curve,1.2264882217916622,0.01721881918106416,3.9785199984908104,0.04567294582993412,32,0.7955477600044105,0.125,floor_12p50pct,0.4,,-0.023932108633823626,0.0004931382925323006,-48.530217580408376,8,32,,
tsa:0.400,TSA alpha=0.40,0.4,760,curve,1.2217257429559973,0.017194489654823692,3.963059961795807,0.045675031287146735,32,0.7820651310030371,0.125,floor_12p50pct,0.4,,-0.028694587469488643,0.0006062888781077039,-47.32824319497282,8,32,,
tsa:0.500,TSA alpha=0.50,0.5,760,curve,1.2184587817524177,0.01718094401090912,3.952452264726162,0.04568577933315429,32,0.7830485889862757,0.125,floor_12p50pct,0.4,,-0.031961548673068135,0.0007123382400654982,-44.86850048949967,8,32,,
tsa:0.550,TSA alpha=0.55,0.55,760,curve,1.2172946644606422,0.017178004233919998,3.948661632835865,0.0456862084029191,32,0.7838090779841878,0.125,floor_12p50pct,0.4,,-0.03312566596484371,0.0007632685268645548,-43.399753558451124,8,32,,
tsa:0.600,TSA alpha=0.60,0.6,760,curve,1.2164679391480413,0.017168749681549005,3.945971742272377,0.04565585547401032,32,0.7915928399888799,0.125,floor_12p50pct,0.4,,-0.03395239127744467,0.0007913948546022347,-42.90196111334282,8,32,,
tsa:0.650,TSA alpha=0.65,0.65,760,curve,1.216116640875612,0.01716827924806032,3.944826528429985,0.045655188791047165,32,0.7833589469955768,0.125,floor_12p50pct,0.4,,-0.0343036895498737,0.0008301905368977715,-41.32026086211316,8,32,,
tsa:0.700,TSA alpha=0.70,0.7,760,curve,1.2159166563163626,0.017166054221981,3.944166086614132,0.045640398329444734,32,0.7822643569961656,0.125,floor_12p50pct,0.4,,-0.03450367410912324,0.0008715558372292432,-39.58859849853524,8,32,,
tsa:0.750,TSA alpha=0.75,0.75,760,curve,1.2158631567394438,0.01716660416153976,3.9439793452620506,0.0456356551705008,32,0.7834398730192333,0.125,floor_12p50pct,0.4,,-0.034557173686042025,0.0009074423452245081,-38.0819496333867,8,32,,
tsa:0.800,TSA alpha=0.80,0.8,760,curve,1.2162913834131452,0.017164746587742582,3.945350430905819,0.04559195314141172,32,0.7757960740127601,0.125,floor_12p50pct,0.4,,-0.03412894701234068,0.0009296363191723179,-36.71214894306912,8,32,,
tsa:0.900,TSA alpha=0.90,0.9,760,curve,1.2177990836387942,0.01717817924042237,3.9502062425017357,0.04556847489480335,32,0.797360889002448,0.125,floor_12p50pct,0.4,,-0.032621246786691684,0.0009897834581188087,-32.95796319802305,8,32,,
tsa:1.000,Uniform LAWA,1.0,760,curve,1.2201737170852631,0.01719500126048272,3.9578505754470825,0.045514616942880344,32,0.8273609679890797,0.125,floor_12p50pct,0.4,,-0.030246613340222876,0.001039203881233785,-29.1055623313424,8,32,,
raw,Raw iterate,0.0,1016,curve,1.2180369946911018,0.01751372832188293,3.950900562107563,0.04682454085210758,32,0.7764963590016123,0.125,floor_12p50pct,0.4,,,,,,,,
tsa:0.100,TSA alpha=0.10,0.1,1016,curve,1.2073986250085824,0.017497977867746276,3.916389361023903,0.0470059769839217,32,0.8580431139853317,0.125,floor_12p50pct,0.4,,-0.010638369682519605,0.0002057023235517136,-51.717304398096005,8,32,,
tsa:0.200,TSA alpha=0.20,0.2,1016,curve,1.1986365955089997,0.017468043806137007,3.887980006635189,0.047104346366626824,32,0.7968255940068047,0.125,floor_12p50pct,0.4,,-0.01940039918210225,0.0003858125323462035,-50.28452306648653,8,32,,
tsa:0.300,TSA alpha=0.30,0.3,1016,curve,1.1915845263361882,0.017439884615216856,3.8651133850216866,0.04715454367565273,32,0.7862091500137467,0.125,floor_12p50pct,0.4,,-0.02645246835491369,0.0005290759942885984,-49.99748361382749,8,32,,
tsa:0.400,TSA alpha=0.40,0.4,1016,curve,1.1860218040887807,0.01741298293071094,3.847064271569252,0.047165220205902,32,0.7854493970226031,0.125,floor_12p50pct,0.4,,-0.0320151906023213,0.0006495431577538801,-49.28878123053411,8,32,,
