step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.428292393684387,0.4,146.44573878636584
500,4.8500659465789795,0.4,292.580864477437
750,4.446045398712158,0.4,438.88411149336025
1000,4.163539379835129,0.4,584.2668464845046
1250,4.0699921399354935,0.3612205128205129,729.1337926308624
1500,3.92084102332592,0.3125025641025641,873.8636317593046
1750,3.6877580881118774,0.2637846153846154,1018.2087006354704
2000,3.749998837709427,0.21506666666666666,1164.3938230560161
2250,3.6002633571624756,0.16634871794871797,1311.735439301934
2500,3.579386204481125,0.11763076923076923,1457.3898045700043
2750,3.6631866097450256,0.06891282051282052,1603.4318965761922
3000,3.5984612107276917,0.020194871794871797,1747.9699173192494
