optimizer,family,alpha_group,alpha_other,n,mean_bpb,mean_gain_vs_raw,gain_ci95_half,positive_seed_count,min_gain,max_gain
native,scalar_grid,0.65,0.65,5,1.0999453106160595,0.002024852011926326,0.00025426361423810733,5,0.0017716198861243981,0.00232162357844401
native,scalar_grid,0.7,0.7,5,1.100046635378077,0.0019235272499089628,0.0002728573910155838,5,0.001657007490118767,0.0022400777061273303
native,scalar_grid,0.75,0.75,5,1.1001740972945508,0.0017960653334350596,0.0002937496033669353,5,0.0015094319546911095,0.0021370277755130562
native,scalar_grid,0.8,0.8,5,1.1003310626225864,0.0016391000053996407,0.0003103662006671174,5,0.0013225771219991245,0.001984843379500001
native,scalar_grid,0.85,0.85,5,1.1005225848730242,0.001447577754961671,0.0003170572763092644,5,0.001132411398359956,0.0018198753891740527
native,scalar_grid,0.9,0.9,5,1.1007486978694732,0.0012214647585126136,0.0003392248106070218,5,0.0008764675013503975,0.0016079244791435965
native,scalar_grid,0.95,0.95,5,1.1010116455749177,0.0009585170530681975,0.0003629549961195036,5,0.0005892604361723563,0.0013703837645551165
native,scalar_grid,1.0,1.0,5,1.1013116081566026,0.0006585544713832991,0.0003755470781478686,5,0.00028072715378479884,0.0010859419585969032
pure_adamw,scalar_grid,0.0,0.0,5,1.1459512975296733,0.0,0.0,0,0.0,0.0
pure_adamw,scalar_grid,0.05,0.05,5,1.1457735003097593,0.00017779721991395547,2.5299422458942072e-05,5,0.0001569787709387871,0.00020204727896744323
pure_adamw,scalar_grid,0.1,0.1,5,1.1456098042173524,0.00034149331232078415,3.046454569990029e-05,5,0.0003184478535798174,0.00038059243453170133
pure_adamw,scalar_grid,0.15,0.15,5,1.1454711137317688,0.0004801837979043988,6.404740127833053e-05,5,0.0004225272620799192,0.0005587561578983546
pure_adamw,scalar_grid,0.2,0.2,5,1.1453568902342683,0.000594407295404853,8.564335188864426e-05,5,0.0005385415191898613,0.0006910970148918949
pure_adamw,scalar_grid,0.25,0.25,5,1.145247775008793,0.0007035225208802398,9.10565045837705e-05,5,0.0006379185929865638,0.0008202136603707721
pure_adamw,scalar_grid,0.3,0.3,5,1.1451515933694592,0.0007997041602140875,0.00010328626357671395,5,0.0007150668224336076,0.0009310740772141557
pure_adamw,scalar_grid,0.35,0.35,5,1.1450947283986967,0.0008565691309765811,0.00011134617039787268,5,0.000752383072439633,0.0009891343263173091
