seed,configuration,time_min,val_bpb,core,core_status
42,pr830_early_stop_9p4_raw,77.090000000,0.721556000,0.252200000,saved_run_record
43,pr830_early_stop_9p4_raw,78.557117875,0.721402000,0.238600000,saved_run_record
44,pr830_early_stop_9p4_raw,78.435990783,0.721893000,0.252900000,saved_run_record
42,pr830_direct_9p0_raw,77.100000000,0.720258000,0.250000000,saved_run_record
43,pr830_direct_9p0_raw,78.390703722,0.719928000,0.252800000,saved_run_record
44,pr830_direct_9p0_raw,78.504978844,0.720518000,0.244400000,saved_run_record
42,floor15_direct9_tsa0700,77.90957106351853,0.719573,0.253300000,saved_run_record
43,floor15_direct9_tsa0700,77.88806955019633,0.719358,0.265200000,saved_run_record
44,floor15_direct9_tsa0700,77.89014828602473,0.71981,0.255200000,saved_run_record
