step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.974891841411591,0.4,155.6119290732313
500,4.22526279091835,0.4,300.70080267847516
750,4.066474735736847,0.4,446.7563220090233
1000,4.011740058660507,0.4,589.8504938289989
1250,3.879392594099045,0.3612205128205129,733.9261413638014
1500,3.728704258799553,0.3125025641025641,878.157217531465
1750,3.8188646137714386,0.2637846153846154,1022.8978481001686
2000,3.80493825674057,0.21506666666666666,1168.684757092502
2250,3.6037877947092056,0.16634871794871797,1311.9377879262902
2500,3.459965005517006,0.11763076923076923,1455.1796469211113
2750,3.575155735015869,0.06891282051282052,1598.7646959905978
3000,3.4019598215818405,0.04000000000000001,1742.9610523232259
