step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.984369724988937,160.44791790260933,0.4,0.4,0.4,0.4
500,4.1460446417331696,308.4111271810252,0.4,0.4,0.4,0.4
750,4.15737147629261,456.4174415396992,0.4,0.4,0.4,0.4
1000,3.9350493252277374,604.4055071491748,0.4,0.4,0.4,0.4
1250,3.9108690321445465,752.353316588793,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7680885940790176,900.9605362631846,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.769963026046753,1050.4797390701715,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.683861881494522,1198.2283273632638,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6468743979930878,1345.6667366423644,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5826845467090607,1491.2479624394327,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.5262227803468704,1637.0939297473524,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.49825918674469,1783.283149353927,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
