step,train_loss,lr_multiplier
250,5.0689734518527985,0.4
500,4.248174801468849,0.4
750,4.111248955130577,0.4
1000,3.851343959569931,0.4
1250,3.8349941223859787,0.3612205128205129
1500,3.797869995236397,0.3125025641025641
1750,3.771534338593483,0.2637846153846154
2000,3.594209536910057,0.21506666666666666
2250,3.6268528401851654,0.16634871794871797
2500,3.5851577520370483,0.11763076923076923
2750,3.4826268553733826,0.06891282051282052
3000,3.432910516858101,0.04000000000000001
