step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.9087241888046265,160.2605262760062,0.4,0.4,0.4,0.4
500,4.274155527353287,309.0174972170171,0.4,0.4,0.4,0.4
750,4.178800076246262,457.6362601390301,0.4,0.4,0.4,0.4
1000,3.916347101330757,606.2774460380369,0.4,0.4,0.4,0.4
1250,3.955348715186119,754.9601910850342,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.76627579331398,903.8358832800423,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.7220513373613358,1052.6019428560412,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.7911416739225388,1202.8107983600294,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.584415912628174,1353.2645449150314,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5867884755134583,1504.3725291080318,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.429435670375824,1655.0005730050452,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4188750982284546,1806.815194272036,0.020194871794871797,0.020194871794871797,0.020194871794871797,0.020194871794871797
