step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.950997948646545,0.4,161.940337943146
500,4.252238973975182,0.4,311.0952864577994
750,4.094816267490387,0.4,459.6478313924745
1000,3.9759300500154495,0.4,607.3136945688166
1250,3.8833979070186615,0.3612205128205129,756.2607142354827
1500,3.724757120013237,0.3125025641025641,904.2292154978495
1750,3.663545534014702,0.2637846153846154,1053.7597314673476
2000,3.656994476914406,0.21506666666666666,1203.2621331107803
2250,3.7243923395872116,0.16634871794871797,1351.117165400181
2500,3.496769830584526,0.11763076923076923,1498.8821041572373
2750,3.618944898247719,0.06891282051282052,1646.2744959846605
3000,3.442037805914879,0.04000000000000001,1793.6091108336113
