step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.491948813199997,0.4,153.3888523960486
500,4.770810008049011,0.4,304.1921419845894
750,4.370723783969879,0.4,454.8905340388883
1000,4.212766259908676,0.4,604.1140169827268
1250,4.044430196285248,0.3612205128205129,754.743524887599
1500,3.8491504341363907,0.3125025641025641,904.3367302289698
1750,3.9193341434001923,0.2637846153846154,1055.485800073715
2000,3.910838946700096,0.21506666666666666,1206.5797915440053
2250,3.701820120215416,0.16634871794871797,1357.5921625371557
2500,3.562341958284378,0.11763076923076923,1509.369526210241
2750,3.7007751911878586,0.06891282051282052,1662.0123065630905
3000,3.546621009707451,0.04000000000000001,1815.4613290866837
