step,train_loss,raw_bpb,lr_multiplier
248,4.931449741125107,1.5336578944836874,0.4
504,4.326798006892204,1.3174318160566738,0.4
760,4.0548834055662155,1.251660936068261,0.4
1016,3.982416957616806,1.218090177150743,0.4
1272,3.8682159781455994,1.190296439918606,0.3569333333333334
1528,3.843048572540283,1.1670304145024697,0.3070461538461539
1784,3.606250450015068,1.1461420103239048,0.2571589743589744
2040,3.5597143322229385,1.126436297707781,0.20727179487179487
2296,3.6268656253814697,1.1090351529341202,0.1573846153846154
2488,3.506817191839218,1.0931083928247292,0.11996923076923079
2600,3.6372189223766327,1.0874797336978568,0.09814358974358975
2696,3.535012975335121,1.0807000024708175,0.07943589743589745
2760,3.5486188530921936,1.0756453369942371,0.06696410256410257
2808,3.37804514169693,1.0721964881019792,0.05761025641025641
2856,3.4215853810310364,1.0693179460608524,0.04825641025641026
2904,3.4621447771787643,1.066725546388426,0.04000000000000001
2936,3.380173474550247,1.064834767525615,0.04000000000000001
2968,3.486596643924713,1.0635146766381691,0.04000000000000001
3000,3.3980579525232315,1.062481711143401,0.04000000000000001
