step,train_loss,raw_bpb,lr_multiplier
248,4.955750942230225,1.5401931084343352,0.4
504,4.337109297513962,1.3218376917395127,0.4
760,4.0559565126895905,1.2518462285700251,0.4
1016,3.984337493777275,1.219670363943997,0.4
1272,3.872315689921379,1.1906569104466076,0.3569333333333334
1528,3.843120038509369,1.1668945425588584,0.3070461538461539
1784,3.6135022193193436,1.1447705720704153,0.2571589743589744
2040,3.5615662336349487,1.1271824106103028,0.20727179487179487
2296,3.627025231719017,1.108609941717099,0.1573846153846154
2488,3.509358510375023,1.0928481104839332,0.11996923076923079
2600,3.639428675174713,1.0865647339245519,0.09814358974358975
2696,3.5359043776988983,1.0795432308197315,0.07943589743589745
2760,3.5536703169345856,1.075307125119158,0.06696410256410257
2808,3.3745781034231186,1.0722689343719605,0.05761025641025641
2856,3.420772686600685,1.0693548888600088,0.04825641025641026
2904,3.4655026495456696,1.0664318833842445,0.03890256410256411
2936,3.3838656842708588,1.0646331067715065,0.03266666666666667
2968,3.4875700026750565,1.0627423542026007,0.026430769230769237
3000,3.391504868865013,1.0612242823601388,0.020194871794871797
