step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.477272570133209,0.4,173.29282086342573
500,4.897478818893433,0.4,346.65304604684934
750,4.336270704865456,0.4,520.6530755343847
1000,4.17396554350853,0.4,695.123335108161
1250,4.020878463983536,0.3612205128205129,869.3880403265357
1500,3.913175642490387,0.3125025641025641,1044.3669818486087
1750,3.8020431101322174,0.2637846153846154,1218.4216583068483
2000,3.822505310177803,0.21506666666666666,1392.7991226552986
2250,3.671814203262329,0.16634871794871797,1569.699991156347
2500,3.693520575761795,0.11763076923076923,1744.8279088167474
2750,3.51863294839859,0.06891282051282052,1918.858565128874
3000,3.4709745794534683,0.06,2091.9203466507606
