step,train_loss,raw_bpb,lr_multiplier
248,4.96664559841156,1.5380758380185733,0.4
504,4.12545320391655,1.322379929248841,0.4
760,4.007979333400726,1.2535429531511144,0.4
1016,3.913897782564163,1.219051387249177,0.4
1272,3.864801362156868,1.1915617516092296,0.3569333333333334
1528,3.823975682258606,1.1693365299246756,0.3070461538461539
1784,3.70145346224308,1.147836506067152,0.2571589743589744
2040,3.6700505018234253,1.1287196698790745,0.20727179487179487
2296,3.542671114206314,1.1085740672996647,0.1573846153846154
2488,3.403181955218315,1.0931980355366875,0.11996923076923079
2600,3.579103723168373,1.084511476631739,0.09814358974358975
2696,3.5521044433116913,1.0789887915871723,0.07943589743589745
2760,3.541230171918869,1.074520529239696,0.06696410256410257
2808,3.3184894025325775,1.0713966751594832,0.05761025641025641
2856,3.441808447241783,1.0684837634583673,0.04825641025641026
2904,3.4833223819732666,1.065412439408377,0.04000000000000001
2936,3.4710941165685654,1.0640402570038288,0.04000000000000001
2968,3.457984611392021,1.063131966043259,0.04000000000000001
3000,3.4885357469320297,1.061737386514657,0.04000000000000001
