step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.989038050174713,167.81161833554506,0.4,0.4,0.4,0.4
500,4.290984973311424,322.899626518134,0.4,0.4,0.4,0.4
750,4.035358056426048,478.00069969170727,0.4,0.4,0.4,0.4
1000,3.9557817727327347,632.5587550087366,0.4,0.4,0.4,0.4
1250,3.8960153609514236,784.8732402967289,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.660414606332779,938.3502613136079,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.7797215580940247,1091.6734894802794,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.559547260403633,1245.0394202228636,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6482022404670715,1398.6029302915558,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.487389847636223,1552.2577224767301,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.490384742617607,1706.61781697697,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4381196349859238,1861.4384089880623,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
