step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.575692683458328,0.4,149.35879502538592
500,4.788855761289597,0.4,299.13390937959775
750,4.363572120666504,0.4,447.21621677977964
1000,4.1799203008413315,0.4,595.6835469426587
1250,4.0460274964571,0.3612205128205129,744.0315222134814
1500,4.080083459615707,0.3125025641025641,892.2667837976478
1750,3.8195141404867172,0.2637846153846154,1040.6991715603508
2000,3.5664263665676117,0.21506666666666666,1189.2072316491976
2250,3.790343776345253,0.16634871794871797,1337.5385126960464
2500,3.572126492857933,0.11763076923076923,1485.7608106271364
2750,3.622230291366577,0.06891282051282052,1633.5397996632382
3000,3.5264319628477097,0.04000000000000001,1781.7392703644
