step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.515681594610214,0.4,148.3692851147498
500,4.750239193439484,0.4,295.3911974475486
750,4.395504027605057,0.4,442.9211210682406
1000,4.156411826610565,0.4,591.6624799638521
1250,4.132053822278976,0.3612205128205129,740.8748157782829
1500,3.9394524544477463,0.3125025641025641,888.3561934594181
1750,3.840202286839485,0.2637846153846154,1038.0696876134025
2000,3.8089769035577774,0.21506666666666666,1186.0404560087482
2250,3.719840183854103,0.16634871794871797,1334.2034754125634
2500,3.695340484380722,0.11763076923076923,1482.3952312674373
2750,3.608329117298126,0.06891282051282052,1630.6309495253954
3000,3.4954379349946976,0.04000000000000001,1779.0975566070992
