step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.484495431184769,0.4,149.72429003263824
500,4.784520119428635,0.4,298.3067629504949
750,4.407256901264191,0.4,447.0478834642563
1000,4.214125171303749,0.4,595.6417771964334
1250,4.0454919040203094,0.3612205128205129,743.7243541684002
1500,3.855179637670517,0.3125025641025641,892.572597964434
1750,3.9220523089170456,0.2637846153846154,1040.9273780009244
2000,3.9073323011398315,0.21506666666666666,1189.3102628742345
2250,3.7104550302028656,0.16634871794871797,1336.3301974444184
2500,3.566303163766861,0.11763076923076923,1484.2425464789849
2750,3.6943448334932327,0.06891282051282052,1631.8667134752031
3000,3.5472885221242905,0.020194871794871797,1781.7949998653494
