step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.030524104833603,0.4,163.62642886547837
500,4.278240263462067,0.4,317.32377552066464
750,4.117577373981476,0.4,471.7277863204945
1000,3.9798113852739334,0.4,626.290239984286
1250,3.986850321292877,0.3612205128205129,778.2669335694518
1500,3.8137950003147125,0.3125025641025641,930.4337132874643
1750,3.7364342510700226,0.2637846153846154,1083.152718487545
2000,3.691381737589836,0.21506666666666666,1233.9483493106673
2250,3.6213570088148117,0.16634871794871797,1385.0167454133043
2500,3.5961939841508865,0.11763076923076923,1535.2188005283242
2750,3.477019637823105,0.06891282051282052,1688.5671541049378
3000,3.3642017394304276,0.04000000000000001,1841.4803077864926
