optimizer,stream_seed,baseline_id,candidate_id,gain_vs_baseline
pure_adamw,262703,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,9.46354984252551e-05
pure_adamw,273803,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,4.822222802269849e-05
pure_adamw,284903,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,5.654428994628091e-05
pure_adamw,296003,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,6.090117474499834e-05
pure_adamw,307103,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,1.0652934014476756e-05
pure_adamw,318203,scalar|alpha=0.500,module_layer_scan|base=0.650|layer=11|module=attn|rest=0.250|target=0.450,3.8572489415633626e-05
pure_adamw,240503,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,1.5681519890176077e-05
pure_adamw,251603,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,5.017578711208337e-05
pure_adamw,262703,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,5.6344378476014256e-05
pure_adamw,273803,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,3.377999327103254e-05
pure_adamw,284903,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,3.03529507146294e-05
pure_adamw,296003,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,5.194842639522079e-05
pure_adamw,307103,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,1.9454567827592584e-05
pure_adamw,318203,scalar|alpha=0.500,square_rect_rest|rectangular=0.650|rest=0.250|square=0.550,4.4535197390560555e-05
pure_adamw,240503,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00010308188803342944
pure_adamw,251603,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00015770033924233928
pure_adamw,262703,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00017563326531711
pure_adamw,273803,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00014571804395879795
pure_adamw,284903,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00014907479785719602
pure_adamw,296003,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00015354680851542568
pure_adamw,307103,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,9.330299103127437e-05
pure_adamw,318203,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.300,0.00013958532383351319
pure_adamw,240503,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.0001207082746965682
pure_adamw,251603,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.00015792244600953964
pure_adamw,262703,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.0001615404249426522
pure_adamw,273803,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.0001636093624672874
pure_adamw,284903,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.00014194326518879308
pure_adamw,296003,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.00014716616511512015
pure_adamw,307103,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.00011600820585022653
pure_adamw,318203,scalar|alpha=0.500,complement_split|embedding=0.150|hidden=0.650|other=0.250|scalar=0.250|unembed=0.450,0.00010677395343194895
pure_adamw,240503,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,1.8123261783520306e-05
pure_adamw,251603,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,8.089174476388905e-05
pure_adamw,262703,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,0.00010492163607400684
pure_adamw,273803,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,6.60898939419674e-05
pure_adamw,284903,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,7.982362191172321e-05
pure_adamw,296003,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,7.469681162275421e-05
pure_adamw,307103,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,3.4929504207692474e-05
pure_adamw,318203,scalar|alpha=0.500,complement_split|embedding=0.000|hidden=0.650|other=0.250|scalar=0.250|unembed=0.150,7.318845051185185e-05
