family,recipe,alpha_group,alpha_other,bpb,method_minus_raw,paired_eval_se,eval_seconds,optimizer,floor,stream_seed
structured_grid,structured:g0.000:o0.000,0.0,0.0,1.1432340871382567,0.0,0.0,1.6277959790022578,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.125,0.0,0.125,1.1431606717016425,-7.341543661431964e-05,2.142480278195004e-05,1.5981559480133,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.250,0.0,0.25,1.1430656775033765,-0.0001684096348801064,2.898011541456733e-05,1.5756140690064058,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.375,0.0,0.375,1.1430773048100267,-0.0001567823282299704,3.950787473047336e-05,1.5919732530019246,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.500,0.0,0.5,1.1430322535864659,-0.00020183355179072097,4.438440800933513e-05,1.571423158980906,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.625,0.0,0.625,1.1430820363801235,-0.0001520507581333555,5.5721409808403924e-05,1.5514208599925041,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.750,0.0,0.75,1.143144604399323,-8.948273893386212e-05,6.756693337241007e-05,1.5684349710063543,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o0.875,0.0,0.875,1.1432721440786757,3.805694041895437e-05,7.655504056118577e-05,1.6205108459980693,pure_adamw,0.1,10503
structured_grid,structured:g0.000:o1.000,0.0,1.0,1.1434068979371839,0.0001728107989271803,8.815582643000508e-05,1.579341345001012,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.000,0.125,0.0,1.142891997634892,-0.000342089503364916,2.0185875645504105e-05,1.5533792480127886,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.125,0.125,0.125,1.1428380269931493,-0.0003960601451073846,2.6311786196026195e-05,1.575773268006742,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.250,0.125,0.25,1.1427710089222587,-0.00046307821599811047,3.488626894736039e-05,1.5977538890147116,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.375,0.125,0.375,1.1427343554365987,-0.0004997317016579694,4.2273394173691896e-05,1.6019069479953032,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.500,0.125,0.5,1.142742274025943,-0.0004918131123139297,5.270868842196606e-05,1.589674008981092,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.625,0.125,0.625,1.1427701699135335,-0.00046391722472313365,6.120517479068265e-05,1.5896890489966609,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.750,0.125,0.75,1.1428462286357153,-0.00038785850254136056,7.139820075251422e-05,1.568340764992172,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o0.875,0.125,0.875,1.1429692917296455,-0.00026479540861129754,8.346043822127321e-05,1.5963884800148662,pure_adamw,0.1,10503
structured_grid,structured:g0.125:o1.000,0.125,1.0,1.1431098847861212,-0.00012420235213540624,9.060038153428852e-05,1.6147939510119613,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.000,0.25,0.0,1.1426113257848929,-0.0006227613533640233,3.368000795138188e-05,1.5426668510190211,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.125,0.25,0.125,1.1425590946555175,-0.0006749924827392905,3.709123275767321e-05,1.5712979779927991,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.250,0.25,0.25,1.1425090868487806,-0.0007250002894762901,4.444606457202651e-05,1.5508918479899876,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.375,0.25,0.375,1.1424846239312323,-0.0007494632070244572,5.160798119756961e-05,1.5490667689882684,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.500,0.25,0.5,1.142482676957603,-0.0007514101806537256,5.997240927210519e-05,1.552761181985261,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.625,0.25,0.625,1.1425354975352353,-0.0006985896030213736,6.959395185952119e-05,1.5510709160007536,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.750,0.25,0.75,1.1426112965272062,-0.0006227906110507185,7.831808709543794e-05,1.5885565310018137,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o0.875,0.25,0.875,1.1427389544479265,-0.000495132690330323,8.588404764813698e-05,1.5754841220041271,pure_adamw,0.1,10503
structured_grid,structured:g0.250:o1.000,0.25,1.0,1.142899446982469,-0.00033464015578780516,9.670968822891276e-05,1.606830708013149,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.000,0.375,0.0,1.1424075259262736,-0.000826561211983122,4.8386016580837933e-05,1.5832339310145471,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.125,0.375,0.125,1.1423418656813613,-0.0008922214568956276,5.171874193715283e-05,1.5514994509867392,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.250,0.375,0.25,1.142320624831268,-0.0009134623069887455,5.644046961914933e-05,1.6470751720189583,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.375,0.375,0.375,1.142311321972962,-0.000922765165294815,6.581668039584173e-05,1.6089420520002022,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.500,0.375,0.5,1.1423268330515342,-0.0009072540867227225,7.25424190395102e-05,1.5830483350146096,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.625,0.375,0.625,1.1423838227437237,-0.0008502643945330207,8.008068896214221e-05,1.547368344006827,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.750,0.375,0.75,1.1424731206529777,-0.0007609664852789941,8.698504495658236e-05,1.5885925389884505,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o0.875,0.375,0.875,1.1426036738556942,-0.0006304132825626016,9.837866826306061e-05,1.5600081989832688,pure_adamw,0.1,10503
structured_grid,structured:g0.375:o1.000,0.375,1.0,1.14278012823946,-0.0004539588987968069,0.00010678336306824216,1.6059795070032123,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.000,0.5,0.0,1.1422667970437774,-0.0009672900944792118,6.343229910562103e-05,1.6472117230005097,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.125,0.5,0.125,1.1422243821130347,-0.0010097050252222024,6.454026167788154e-05,1.5813910420110915,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.250,0.5,0.25,1.142217315329729,-0.001016771808527623,6.709858359490169e-05,1.619621981983073,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.375,0.5,0.375,1.1422160374258445,-0.0010180497124122386,7.59371928571088e-05,1.6024296999967191,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.500,0.5,0.5,1.1422200464393173,-0.0010140406989391868,8.30655914900761e-05,1.5647320600110106,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.625,0.5,0.625,1.1422948705068872,-0.0009392166313697027,9.01331485901735e-05,1.6244177439948544,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.750,0.5,0.75,1.142396885039259,-0.0008372020989978191,9.735539091904039e-05,1.5952290309942327,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o0.875,0.5,0.875,1.1425497209781161,-0.0006843661601406079,0.00010822496401644821,1.6038222450006288,pure_adamw,0.1,10503
structured_grid,structured:g0.500:o1.000,0.5,1.0,1.1426938604143069,-0.000540226723949818,0.00011499275788175098,1.58034060097998,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.000,0.625,0.0,1.1422214928867542,-0.0010125942515026194,7.629009339514545e-05,1.6808936469897162,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.125,0.625,0.125,1.1421896413847503,-0.0010444457535064792,8.048384150439702e-05,1.766150846000528,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.250,0.625,0.25,1.1421577143506076,-0.001076372787649103,8.259306126577182e-05,1.6558211910014506,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.375,0.625,0.375,1.1421805834674648,-0.0010535036707919956,8.948614272859864e-05,1.6490567050059326,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.500,0.625,0.5,1.1421960542088183,-0.0010380329294385222,9.474935110934061e-05,1.5978919779881835,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.625,0.625,0.625,1.1422600587371992,-0.000974028401057668,0.0001001935406644039,1.580336216982687,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.750,0.625,0.75,1.142386608681704,-0.0008474784565527214,0.00011198081664003067,1.5656124870001804,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o0.875,0.625,0.875,1.1425268788324234,-0.0007072083058334497,0.00011774411690812522,1.5860439600073732,pure_adamw,0.1,10503
structured_grid,structured:g0.625:o1.000,0.625,1.0,1.142711845062823,-0.0005222420754339065,0.00012614112800562565,1.6353570479841437,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.000,0.75,0.0,1.1422142173436685,-0.0010198697945883965,9.034579518145997e-05,1.6087557959835976,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.125,0.75,0.125,1.1421697446583714,-0.001064342479885176,9.515513150379577e-05,1.6302744429849554,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.250,0.75,0.25,1.1421479766819396,-0.0010861104563172526,9.656872486596699e-05,1.609125260001747,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.375,0.75,0.375,1.1421840297457178,-0.0010500573925390118,0.00010628574941787353,1.6387921379937325,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.500,0.75,0.5,1.142221462743451,-0.0010126243948056744,0.00010764517502539061,1.6719231310125906,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.625,0.75,0.625,1.1422924803851537,-0.0009416067531029752,0.00011423162851061116,1.6403665019897744,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.750,0.75,0.75,1.1424457506471706,-0.0007883364910863163,0.0001222178423319945,1.67861933002132,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o0.875,0.75,0.875,1.1425842514330187,-0.000649835705238213,0.0001287043433864209,1.5923792720132042,pure_adamw,0.1,10503
structured_grid,structured:g0.750:o1.000,0.75,1.0,1.1427781606192426,-0.00045592651901412914,0.0001393138181518385,1.637638212996535,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.000,0.875,0.0,1.1422909029054278,-0.0009431842328288548,0.00010575489289804487,1.6198470960080158,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.125,0.875,0.125,1.1422578879096141,-0.0009761992286428049,0.00010835296922551507,1.5907053379924037,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.250,0.875,0.25,1.1422653764066344,-0.0009687107316223853,0.00011082627180409561,1.6869594710005913,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.375,0.875,0.375,1.142279964131068,-0.0009541230071890196,0.00011871575375857322,1.6330297150125261,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.500,0.875,0.5,1.1423229498563678,-0.0009111372818889976,0.0001234098040077198,1.655087776016444,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.625,0.875,0.625,1.1424206727079325,-0.0008134144303243961,0.00012798172954869326,1.6581483150075655,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.750,0.875,0.75,1.1425283297044069,-0.0007057574338497994,0.00013520637578229552,1.6098325430066325,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o0.875,0.875,0.875,1.1427090385204375,-0.0005250486178194451,0.00014180484461259556,1.866675088996999,pure_adamw,0.1,10503
structured_grid,structured:g0.875:o1.000,0.875,1.0,1.1428973483110036,-0.0003367388272529463,0.00014958898343605886,1.6188510899955872,pure_adamw,0.1,10503
structured_grid,structured:g1.000:o0.000,1.0,0.0,1.1424342625498518,-0.0007998245884050549,0.0001182025171467488,1.59908737798105,pure_adamw,0.1,10503
