name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.08001681417226791,0.24537135447774613,0.7540881264852207,0.3559619349531096,0.6990630957660555
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.08019140362739563,0.24425577904496873,0.7528368008410937,0.35733173443581695,0.6977525332026384
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.07581446319818497,0.23886097754750932,0.7590709239382472,0.3477390100126349,0.7056659569628061
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.07323721796274185,0.23580488988331386,0.7630186434036886,0.3407854624587561,0.7111165904724663
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.38595202565193176,1.217957351888929,0.7593679349617124,0.3619006222697562,0.6987336563459781
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.08321724832057953,0.26374782408986774,0.7601566989367261,0.35088663733394987,0.7046350308013881
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.07715850323438644,0.2428055086306163,0.7588525572465297,0.35005546170182006,0.7043985477723548
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.07652072608470917,0.24162645637989044,0.7594801076284129,0.35033995475758245,0.7045700764354152
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.07258780300617218,0.2348730776991163,0.7639120695951235,0.3387959931729432,0.7125580382110901
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.07180532068014145,0.2384710248027529,0.7685762330080683,0.3335016701429476,0.7175372814325603
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,0.0002830052108038217,0.0018836747455809797,0.869383011565756,0.1426936930694543,0.8633446592481508
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.3665677011013031,1.207254775932857,0.7670844669901441,0.34418510237855177,0.7114496823057961
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.08125420659780502,0.26996622128146036,0.7686518204865442,0.33644592665901896,0.7161029469137626
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.076072558760643,0.23943557483809336,0.7588887554404788,0.34714268895682393,0.7058730332418275
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.07606330513954163,0.23808270267077855,0.7578727621919413,0.3485698376793292,0.704651462256306
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.07126883417367935,0.2332045180456979,0.7659275149888022,0.3359720327275611,0.7149777411306206
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.0706789642572403,0.23625507950782776,0.7697258883692321,0.331280833597461,0.7192225273858854
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.36866042017936707,1.207131794520787,0.7660475684927046,0.344898182127235,0.7105746931827348
transformer.h.2.mlp.c_proj.weight,2,mlp_down,mlp,2359296,768x3072,0,0.08050382137298584,0.2640188442809241,0.7663322927674782,0.33902101976088655,0.7136556365032958
transformer.h.3.attn.c_q.weight,3,attn_qkv,attn,589824,768x768,1,0.07554777711629868,0.23949721029826573,0.760200034489404,0.346220927990376,0.706989553249514
transformer.h.3.attn.c_k.weight,3,attn_qkv,attn,589824,768x768,1,0.07539772987365723,0.23936370653765543,0.7604607135699696,0.34580703796380496,0.7073268378030824
transformer.h.3.attn.c_v.weight,3,attn_qkv,attn,589824,768x768,1,0.0701693594455719,0.23306070481027877,0.7685936596762832,0.32836810808995726,0.720112775793163
transformer.h.3.attn.c_proj.weight,3,attn_out,attn,589824,768x768,1,0.07099763303995132,0.23914647740977152,0.7710817950500444,0.3283609980281125,0.7213603985109659
transformer.h.3.attn.ve_gate.weight,3,attn_aux,attn,72,6x12,0,0.00026288762455806136,0.0016512495266007526,0.8626599852581568,0.12038669345211443,0.8711366459030212
transformer.h.3.mlp.c_fc.weight,3,mlp_up,mlp,2359296,3072x768,0,0.3651295304298401,1.2121618475232805,0.7685085105177744,0.3399103619241304,0.714299074296822
transformer.h.3.mlp.c_proj.weight,3,mlp_down,mlp,2359296,768x3072,0,0.08259398490190506,0.2777076278414045,0.7707643208337576,0.33382973473688066,0.7184672930484385
transformer.h.4.attn.c_q.weight,4,attn_qkv,attn,589824,768x768,1,0.07573645561933517,0.23915792575904302,0.7594861639391082,0.3466900654682072,0.7063980492354505
transformer.h.4.attn.c_k.weight,4,attn_qkv,attn,589824,768x768,1,0.07597512006759644,0.2382932049887521,0.7582476055963514,0.3471488919347571,0.7055493568307971
transformer.h.4.attn.c_v.weight,4,attn_qkv,attn,589824,768x768,1,0.06986425817012787,0.23354665509292058,0.7697371613342148,0.32835888057076146,0.7206891403817266
transformer.h.4.attn.c_proj.weight,4,attn_out,attn,589824,768x768,1,0.06985585391521454,0.23650183422224863,0.771979432473488,0.3267423039740916,0.7226185642496983
transformer.h.4.mlp.c_fc.weight,4,mlp_up,mlp,2359296,3072x768,0,0.3647942543029785,1.2120740924562727,0.7686590291112784,0.33871652259474644,0.7149712532582659
transformer.h.4.mlp.c_proj.weight,4,mlp_down,mlp,2359296,768x3072,0,0.08357907831668854,0.28022398480347227,0.7702628515552572,0.33409655700321256,0.7180831472760223
transformer.h.5.attn.c_q.weight,5,attn_qkv,attn,589824,768x768,1,0.07570099830627441,0.23926820925303868,0.759655875909651,0.3449315317621784,0.7073621720737363
transformer.h.5.attn.c_k.weight,5,attn_qkv,attn,589824,768x768,1,0.07517663389444351,0.2394573220184871,0.7610663678168057,0.34341274323615417,0.7088268122903257
transformer.h.5.attn.c_v.weight,5,attn_qkv,attn,589824,768x768,1,0.06969656050205231,0.23558516374656133,0.7716975666538975,0.3234526077042263,0.7241224794748355
transformer.h.5.attn.c_proj.weight,5,attn_out,attn,589824,768x768,1,0.07128041982650757,0.240717813372612,0.7715358221884037,0.33041559466881854,0.7205601137597926
transformer.h.5.attn.ve_gate.weight,5,attn_aux,attn,72,6x12,0,0.00016656116349622607,0.0018137402699462005,0.9158910049331799,0.04840252839961717,0.9337442382667813
transformer.h.5.mlp.c_fc.weight,5,mlp_up,mlp,2359296,3072x768,0,0.36896973848342896,1.2234780532973153,0.7683002605248169,0.3387806413142889,0.7147598096052641
transformer.h.5.mlp.c_proj.weight,5,mlp_down,mlp,2359296,768x3072,0,0.08388753980398178,0.2803856645311628,0.7697125706594597,0.3349407186181536,0.717385926020653
transformer.h.6.attn.c_q.weight,6,attn_qkv,attn,589824,768x768,1,0.0763426125049591,0.23879521659442357,0.7577484977822719,0.3486310462119349,0.7045587257851685
transformer.h.6.attn.c_k.weight,6,attn_qkv,attn,589824,768x768,1,0.07637525349855423,0.23831370685781753,0.7572992283807398,0.3491377342797017,0.704080747050519
transformer.h.6.attn.c_v.weight,6,attn_qkv,attn,589824,768x768,1,0.07068178057670593,0.23733711881296976,0.7705277802214137,0.3261461016488986,0.7221908392862575
transformer.h.6.attn.c_proj.weight,6,attn_out,attn,589824,768x768,1,0.07099591195583344,0.23932471232754843,0.7712175524273223,0.3288084071340927,0.7212045726466147
transformer.h.6.mlp.c_fc.weight,6,mlp_up,mlp,2359296,3072x768,0,0.369886577129364,1.2196404933929443,0.7672977176740867,0.3396430530592401,0.7138273323074233
transformer.h.6.mlp.c_proj.weight,6,mlp_down,mlp,2359296,768x3072,0,0.08550957590341568,0.2847179238285337,0.7690350501642207,0.3362835961461173,0.7163757270090517
transformer.h.7.attn.c_q.weight,7,attn_qkv,attn,589824,768x768,1,0.07643378525972366,0.2393165124314172,0.7579296494140149,0.34900288683168573,0.7044633812911646
transformer.h.7.attn.c_k.weight,7,attn_qkv,attn,589824,768x768,1,0.07644233852624893,0.24040947003023966,0.7587441937778281,0.34856853667606974,0.7050878285508791
transformer.h.7.attn.c_v.weight,7,attn_qkv,attn,589824,768x768,1,0.07421603053808212,0.24127750737326487,0.7647621215020364,0.33591330685430676,0.7144244073238648
transformer.h.7.attn.c_proj.weight,7,attn_out,attn,589824,768x768,1,0.07905641943216324,0.252164506486484,0.7613181618495304,0.3483121856011055,0.7065029881242124
transformer.h.7.attn.ve_gate.weight,7,attn_aux,attn,72,6x12,0,0.0004141171812079847,0.0015142327340851938,0.7852479065527773,0.17445926465850112,0.8053943209471381
transformer.h.7.mlp.c_fc.weight,7,mlp_up,mlp,2359296,3072x768,0,0.38032087683677673,1.2384237391608102,0.7650519587350747,0.3460278306820454,0.7095120640265147
transformer.h.7.mlp.c_proj.weight,7,mlp_down,mlp,2359296,768x3072,0,0.08761653304100037,0.28887935834271566,0.7672842252833415,0.34265277264699484,0.7123157263181734
transformer.h.8.attn.c_q.weight,8,attn_qkv,attn,589824,768x768,1,0.07773415744304657,0.24124317935534886,0.7563019422531037,0.3513690460868439,0.7024664480831299
transformer.h.8.attn.c_k.weight,8,attn_qkv,attn,589824,768x768,1,0.07767216116189957,0.24135356289999826,0.7565332344584554,0.35115708116557304,0.7026880766464412
transformer.h.8.attn.c_v.weight,8,attn_qkv,attn,589824,768x768,1,0.07180818170309067,0.23857958614826202,0.7686500914640418,0.33105501093471096,0.7187975402646654
transformer.h.8.attn.c_proj.weight,8,attn_out,attn,589824,768x768,1,0.07185537368059158,0.23854928357260569,0.7685106456956955,0.3355153635776566,0.7164976410590194
transformer.h.8.mlp.c_fc.weight,8,mlp_up,mlp,2359296,3072x768,0,0.37735429406166077,1.2455485207693917,0.7674818907126338,0.34363740910498186,0.7119222408038259
transformer.h.8.mlp.c_proj.weight,8,mlp_down,mlp,2359296,768x3072,0,0.08747461438179016,0.28996162329401287,0.7682400213597772,0.34190786312188504,0.713166079118946
transformer.h.9.attn.c_q.weight,9,attn_qkv,attn,589824,768x768,1,0.07826273888349533,0.24228207979883468,0.7558446297612561,0.35219288656214626,0.7018258715995549
transformer.h.9.attn.c_k.weight,9,attn_qkv,attn,589824,768x768,1,0.07790742069482803,0.24210235050746373,0.7565467441755724,0.3520067893600844,0.702269977407744
transformer.h.9.attn.c_v.weight,9,attn_qkv,attn,589824,768x768,1,0.07424310594797134,0.24186335929802485,0.765132592621303,0.33931397244526673,0.7129093100880182
transformer.h.9.attn.c_proj.weight,9,attn_out,attn,589824,768x768,1,0.07704269140958786,0.24692178624016897,0.762187842418699,0.3491043770596763,0.7065417326795114
transformer.h.9.attn.ve_gate.weight,9,attn_aux,attn,72,6x12,0,0.00046247465070337057,0.0016091364003451808,0.7767560418886124,0.15128153479489218,0.8127372535468601
transformer.h.9.mlp.c_fc.weight,9,mlp_up,mlp,2359296,3072x768,0,0.38253745436668396,1.2503744108336312,0.7657329446131762,0.3471256296801873,0.7093036574664945
transformer.h.9.mlp.c_proj.weight,9,mlp_down,mlp,2359296,768x3072,0,0.08787718415260315,0.2913381797926767,0.7682657600199878,0.34308903671522734,0.7125883616523803
transformer.h.10.attn.c_q.weight,10,attn_qkv,attn,589824,768x768,1,0.07831517606973648,0.241948344877788,0.7554664488854835,0.3513423448328255,0.702062052026329
transformer.h.10.attn.c_k.weight,10,attn_qkv,attn,589824,768x768,1,0.07811862230300903,0.24173467925616673,0.7557673410835298,0.3515473496688843,0.7021099957073227
transformer.h.10.attn.c_v.weight,10,attn_qkv,attn,589824,768x768,1,0.07305801659822464,0.23974555730819702,0.7664412343956125,0.33639449129803367,0.7150233715487895
transformer.h.10.attn.c_proj.weight,10,attn_out,attn,589824,768x768,1,0.07358688861131668,0.23895173413412912,0.7645510562345723,0.3417033067671876,0.7114238747336924
transformer.h.10.mlp.c_fc.weight,10,mlp_up,mlp,2359296,3072x768,0,0.38020020723342896,1.2509774480547224,0.7669167389579857,0.34739880149802954,0.7097589687299781
transformer.h.10.mlp.c_proj.weight,10,mlp_down,mlp,2359296,768x3072,0,0.08805346488952637,0.2907265360866274,0.7675340179983002,0.3452758762596651,0.7111290708693176
transformer.h.11.attn.c_q.weight,11,attn_qkv,attn,589824,768x768,1,0.07867589592933655,0.24304403577532088,0.7554522173604031,0.3526101209249799,0.7014210482177117
transformer.h.11.attn.c_k.weight,11,attn_qkv,attn,589824,768x768,1,0.07830044627189636,0.2429417073726654,0.7562572489831709,0.3505865537415156,0.7028353476208277
transformer.h.11.attn.c_v.weight,11,attn_qkv,attn,589824,768x768,1,0.0764135792851448,0.24483955332211085,0.7621390376337176,0.34331014734858106,0.7094144451425682
transformer.h.11.attn.c_proj.weight,11,attn_out,attn,589824,768x768,1,0.08042018860578537,0.252616075532777,0.7585242291442295,0.352909796557892,0.7028072162931687
transformer.h.11.attn.ve_gate.weight,11,attn_aux,attn,72,6x12,0,0.0004902955843135715,0.0015654783596151642,0.7615031624651393,0.21223399780648236,0.7746345823293285
transformer.h.11.mlp.c_fc.weight,11,mlp_up,mlp,2359296,3072x768,0,0.3809342384338379,1.2455006752695357,0.7657857469583857,0.3494572453788561,0.7081642507897649
transformer.h.11.mlp.c_proj.weight,11,mlp_down,mlp,2359296,768x3072,0,0.0881202444434166,0.2884275125605719,0.7659785703026158,0.34713803419035044,0.7094202680561327
