name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.07984410971403122,0.24532919483525412,0.7544567509171727,0.3573439516377805,0.6985563996396961
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.07998893409967422,0.2441983904157366,0.7532632276131086,0.3585372147573314,0.6973630064278886
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.07639793306589127,0.2391403317451477,0.7578806072485618,0.34824538098663727,0.7048176131309623
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.07336539775133133,0.23706055113247462,0.7636621615714466,0.3388829367771707,0.712389612397138
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.38459113240242004,1.2202005130904061,0.760348246152345,0.36096793403873456,0.6996901560568052
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.08332214504480362,0.26469712810856955,0.7605818083296689,0.3515772883795609,0.704502259975054
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.07726562023162842,0.24393508902617864,0.7594475416627666,0.3487469298999326,0.705350305881417
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.0765676349401474,0.24226812379700796,0.7598524229420925,0.34890355839946646,0.7054744322713131
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.07310200482606888,0.235615074634552,0.7632071249385035,0.3390240162208363,0.7120915543588336
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.07236789166927338,0.23933947937829153,0.7678338775690023,0.33476652238002574,0.7165336775944883
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,0.00025852478574961424,0.001969290747573333,0.8839559281804603,0.1442133599709189,0.8698712841047707
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.364834725856781,1.2107993704932076,0.7684521255906219,0.3420488202789233,0.7132016526558493
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.08139757066965103,0.27091845657144276,0.768964326411555,0.3366681531674372,0.7161480866220589
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.0757795125246048,0.23953224505696977,0.7596679771606683,0.3462282963935348,0.7067198403835667
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.07528503984212875,0.23821583177362168,0.7598569999052391,0.34622911158562225,0.7068139441598085
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.07111204415559769,0.2340045486177717,0.7669348510049161,0.3346795939209822,0.716127628541967
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.07041856646537781,0.2374759465456009,0.7712899597438851,0.3297140627319422,0.7207879485059715
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.3695397675037384,1.2112531576837813,0.7662313883016005,0.3448864738699307,0.7106724572158349
transformer.h.2.mlp.c_proj.weight,2,mlp_down,mlp,2359296,768x3072,0,0.0802142545580864,0.2640451980488641,0.7669947652834126,0.3390139456041579,0.7139904098396274
transformer.h.3.attn.c_q.weight,3,attn_qkv,attn,589824,768x768,1,0.07560045272111893,0.2403660203729357,0.7607326752714845,0.34475600388482236,0.7079883356933311
transformer.h.3.attn.c_k.weight,3,attn_qkv,attn,589824,768x768,1,0.07586319744586945,0.2407139050109046,0.76036423083938,0.3459604462386663,0.7072018923003569
transformer.h.3.attn.c_v.weight,3,attn_qkv,attn,589824,768x768,1,0.07058495283126831,0.2348385261637824,0.7688948044743733,0.32973498926449524,0.7195799076049391
transformer.h.3.attn.c_proj.weight,3,attn_out,attn,589824,768x768,1,0.07105861604213715,0.2399118776832308,0.7714940244302013,0.3282240944953972,0.7216349649674021
transformer.h.3.attn.ve_gate.weight,3,attn_aux,attn,72,6x12,0,0.00026733323466032743,0.0016272960430277245,0.858899449191166,0.16105998679749378,0.8489197311968362
transformer.h.3.mlp.c_fc.weight,3,mlp_up,mlp,2359296,3072x768,0,0.365080863237381,1.216002881526947,0.7690945438871747,0.339277711699501,0.7149084160938368
transformer.h.3.mlp.c_proj.weight,3,mlp_down,mlp,2359296,768x3072,0,0.08268877863883972,0.2781964327607836,0.770872354901584,0.3334474000085472,0.7187124774465183
transformer.h.4.attn.c_q.weight,4,attn_qkv,attn,589824,768x768,1,0.07614591717720032,0.2390118475471224,0.7583879386763411,0.34620820803859503,0.706089865318873
transformer.h.4.attn.c_k.weight,4,attn_qkv,attn,589824,768x768,1,0.07621216028928757,0.23856123217514583,0.7578824573049043,0.3484605157437388,0.7047109707805828
transformer.h.4.attn.c_v.weight,4,attn_qkv,attn,589824,768x768,1,0.07007182389497757,0.23458038696220943,0.7699940410810759,0.3283356890539561,0.7208291760135599
transformer.h.4.attn.c_proj.weight,4,attn_out,attn,589824,768x768,1,0.0701715350151062,0.23773438589913504,0.7721007286681877,0.32697102652153537,0.7225648510733262
transformer.h.4.mlp.c_fc.weight,4,mlp_up,mlp,2359296,3072x768,0,0.36674970388412476,1.214981930596488,0.7681340526488535,0.3398478826274056,0.714143085010724
transformer.h.4.mlp.c_proj.weight,4,mlp_down,mlp,2359296,768x3072,0,0.0841560810804367,0.280909606388637,0.7694768805475154,0.33562633993306207,0.7169252703072266
transformer.h.5.attn.c_q.weight,5,attn_qkv,attn,589824,768x768,1,0.07606793940067291,0.23894258269241878,0.7585225442780817,0.34689035124410683,0.7058160965169875
transformer.h.5.attn.c_k.weight,5,attn_qkv,attn,589824,768x768,1,0.07566255331039429,0.23876015203339712,0.7593604023358794,0.3461662554808848,0.7065970734274973
transformer.h.5.attn.c_v.weight,5,attn_qkv,attn,589824,768x768,1,0.07009108364582062,0.2357662788459233,0.7708373502118571,0.3240019747133618,0.7234176877492476
transformer.h.5.attn.c_proj.weight,5,attn_out,attn,589824,768x768,1,0.07149253040552139,0.2400297416107995,0.7705058776607284,0.3304562525834931,0.7200248125386177
transformer.h.5.attn.ve_gate.weight,5,attn_aux,attn,72,6x12,0,0.00019954447634518147,0.0017892769371558512,0.8996669711063134,-0.005074990613047753,0.9498334855531567
transformer.h.5.mlp.c_fc.weight,5,mlp_up,mlp,2359296,3072x768,0,0.37002190947532654,1.2235853161130632,0.7678085895106885,0.3405874307238352,0.7136105793934266
transformer.h.5.mlp.c_proj.weight,5,mlp_down,mlp,2359296,768x3072,0,0.084918312728405,0.2837569074971335,0.7696663402643229,0.3357032824935704,0.7169815288853763
transformer.h.6.attn.c_q.weight,6,attn_qkv,attn,589824,768x768,1,0.07634176313877106,0.23899175226688385,0.757901525181798,0.34751308562304933,0.7051942197793744
transformer.h.6.attn.c_k.weight,6,attn_qkv,attn,589824,768x768,1,0.07662324607372284,0.23838895559310913,0.7567610217373031,0.3489893106734108,0.7038858555319462
transformer.h.6.attn.c_v.weight,6,attn_qkv,attn,589824,768x768,1,0.07097779959440231,0.23786828134741103,0.7701839072137214,0.32573149464758183,0.7222262062830698
transformer.h.6.attn.c_proj.weight,6,attn_out,attn,589824,768x768,1,0.07107102125883102,0.24004632447447097,0.7715620095327151,0.3279155053118219,0.7218232521104466
transformer.h.6.mlp.c_fc.weight,6,mlp_up,mlp,2359296,3072x768,0,0.36933475732803345,1.221323583807264,0.7678101275573553,0.3389599762991086,0.7144250756291233
transformer.h.6.mlp.c_proj.weight,6,mlp_down,mlp,2359296,768x3072,0,0.08556102216243744,0.28508955027375904,0.7691598812324353,0.3365659738890578,0.7162969536716888
