step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.995972216129303,0.4,161.07614030665718
500,4.25599268078804,0.4,311.720045812428
750,4.071267768740654,0.4,461.95143063599244
1000,4.002410978078842,0.4,612.5938618443906
1250,3.7166372537612915,0.3612205128205129,762.8335971103515
1500,3.746439978480339,0.3125025641025641,913.3080898602493
1750,3.813263162970543,0.2637846153846154,1063.5378662263975
2000,3.593102052807808,0.21506666666666666,1214.0766257860232
2250,3.6293520480394363,0.16634871794871797,1364.6878832718357
2500,3.596892684698105,0.11763076923076923,1515.158260845812
2750,3.4466975927352905,0.06891282051282052,1665.8274168153293
3000,3.459055706858635,0.04000000000000001,1817.6014938615263
