step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.493959039449692,0.4,144.77228404721245
500,4.825384825468063,0.4,289.3256470944034
750,4.350604146718979,0.4,434.332260103547
1000,4.114787131547928,0.4,580.0816353873815
1250,4.111251980066299,0.3612205128205129,725.6910326232901
1500,3.8243370205163956,0.3125025641025641,869.6125696669333
1750,3.903620555996895,0.2637846153846154,1014.5737055678619
2000,3.837859883904457,0.21506666666666666,1158.856700615841
2250,3.8601910024881363,0.16634871794871797,1303.451454738155
2500,3.554790288209915,0.11763076923076923,1448.5543450597906
2750,3.6504417657852173,0.06891282051282052,1595.1010442085098
3000,3.6029626578092575,0.06,1741.8287974486593
