step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.525683760643005,0.4,155.4773408996407
500,4.926897048950195,0.4,311.1610171602806
750,4.438502594828606,0.4,466.3764750858536
1000,4.19014784693718,0.4,621.0208027365152
1250,4.135866031050682,0.3612205128205129,775.5325387759367
1500,4.041666224598885,0.3125025641025641,930.2121766261989
1750,3.7989998757839203,0.2637846153846154,1089.545057010604
2000,3.778003603219986,0.21506666666666666,1249.4471558730584
2250,3.7209170162677765,0.16634871794871797,1402.5948331434047
2500,3.661575213074684,0.11763076923076923,1555.8012644470436
2750,3.629952847957611,0.06891282051282052,1708.9849519134732
3000,3.6276465207338333,0.04000000000000001,1861.0859628496692
