name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.045620787888765335,0.2047242522239685,0.8177683573510317,0.17212539884677047,0.8228214792521307
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.04595901817083359,0.2024163497345788,0.8149614490421774,0.1757827005016631,0.8195893742702571
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.030584434047341347,0.16492949000426702,0.8435690235583007,0.11418139625067085,0.8646938136538149
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.033233802765607834,0.18280138075351715,0.8461648597036707,0.10979581433328489,0.868184522685193
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.16511793434619904,0.7380525640078953,0.8171796635883213,0.18519879342506754,0.8159904350816269
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.16070154309272766,0.7024718352726528,0.8138247226796389,0.18879763136296893,0.812513545658335
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.04310993105173111,0.20537332551819937,0.8265077025839819,0.1526588774568541,0.8369244125635639
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.044593870639801025,0.20521122642925807,0.8214853453231462,0.16226735481953955,0.8296089952518033
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.028666311874985695,0.1551178896001407,0.8440218928237668,0.09360287627401857,0.8752095082748741
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.037700455635786057,0.1962872211422239,0.8388784565284888,0.12332927268670679,0.857774591920891
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,5.505819899553899e-06,2.0653520290839617e-05,0.789527569905001,0.14031678572851078,0.824605392088245
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.13973648846149445,0.66283118724823,0.8258882176659769,0.1559236754352826,0.8349822711153472
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.13407407701015472,0.6343490268502917,0.8255205025244738,0.1536491694344953,0.8359356665449893
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.04008284583687782,0.19364531551088607,0.8285065624709271,0.14192156656034233,0.8432924979552924
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.03951692953705788,0.19116697992597306,0.8286966367570132,0.14217790115806003,0.8432593677994766
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.02502766065299511,0.1424342862197331,0.8505471773117732,0.07857974478543016,0.8859837162631715
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.02993232011795044,0.179656554545675,0.8571855487750025,0.07729105134248881,0.8899472487162569
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.06110924482345581,0.31449623831680845,0.8373047051588556,0.1242667337869018,0.856518985685977
