step,train_loss,raw_bpb,lr_multiplier
248,4.9732785820961,1.5381316193011645,0.4
504,4.238540336489677,1.3176963158005868,0.4
760,4.1712904423475266,1.250076039235687,0.4
1016,3.9361512511968613,1.2178793846593983,0.4
1272,3.8925617784261703,1.1909858424805624,0.3569333333333334
1528,3.7825230807065964,1.1695137892776644,0.3070461538461539
1784,3.680901676416397,1.147358359959046,0.2571589743589744
2040,3.642931252717972,1.1290570224789962,0.20727179487179487
2296,3.5995544493198395,1.1088516570112907,0.1573846153846154
2488,3.568646654486656,1.0952223784948552,0.11996923076923079
2600,3.4740437120199203,1.0867213278734287,0.09814358974358975
2696,3.525538593530655,1.0798580091792127,0.07943589743589745
2760,3.4993544071912766,1.0753624769460728,0.06696410256410257
2808,3.39237080514431,1.0723993363097768,0.05761025641025641
2856,3.5116327852010727,1.0693229449355237,0.04825641025641026
2904,3.4967437237501144,1.0670834962872167,0.03890256410256411
2936,3.433511644601822,1.065149667409808,0.03266666666666667
2968,3.433771714568138,1.0633757252225893,0.026430769230769237
3000,3.4090069085359573,1.0616639039081508,0.020194871794871797
