floor,eval_kind,recipe,method,alpha,bpb,bpb_se,paired_delta_vs_raw,paired_se_vs_raw,mean_alpha_by_numel
0.15,alpha_select,tsa:0.800,TSA alpha=0.80,0.8,1.0992751827903222,0.011860877406023535,-0.005434651181173459,0.0002182972692330771,
0.15,alpha_select,tsa:0.900,TSA alpha=0.90,0.9,1.0995499427421283,0.01186298794777959,-0.005159891229367492,0.00024164165029018817,
0.15,alpha_select,tsa:1.000,Uniform LAWA,1.0,1.100109620665049,0.011872576039637038,-0.004600213306446903,0.00026741785005807703,
0.15,alpha_select,ema:0.95:16:16,Checkpoint EMA,nan,1.0997713891378207,0.01186699040266469,-0.004938444833674964,0.0002513657971898209,
0.15,alpha_select,swastyle:32:16,SWA-style late average,nan,1.102223357749251,0.011882120973580143,-0.0024864762222447483,0.00036445134246202945,
0.15,alpha_select,adaptive:hybrid:8:32:1.0:all,Tensorwise adaptive TSA,0.5872288030681367,1.0995660267989182,0.01184193265517471,-0.005143807172577472,0.0001437534171304223,0.5872288030681367
0.15,floor_select,raw,Raw iterate,0.0,1.0740000533197709,0.01303498159578728,,,
0.15,floor_select,tsa:0.100,TSA alpha=0.10,0.1,1.072507049974345,0.013038217372898368,-0.0014930033454258005,2.8038357743184602e-05,
0.15,floor_select,tsa:0.200,TSA alpha=0.20,0.2,1.0712332568586702,0.013038997948768805,-0.0027667964611008157,5.4608640054204044e-05,
0.15,floor_select,tsa:0.300,TSA alpha=0.30,0.3,1.0701667474680279,0.013041939087447888,-0.0038333058517429665,8.067282633990188e-05,
0.15,floor_select,tsa:0.400,TSA alpha=0.40,0.4,1.0693655875265917,0.013042499517233444,-0.00463446579317898,0.00010262410926935546,
0.15,floor_select,tsa:0.500,TSA alpha=0.50,0.5,1.0687906033982335,0.013054035450318703,-0.005209449921537273,0.0001262380613063365,
0.15,floor_select,tsa:0.550,TSA alpha=0.55,0.55,1.0686043386760486,0.013055459438613961,-0.0053957146437222485,0.0001376154300569267,
0.15,floor_select,tsa:0.600,TSA alpha=0.60,0.6,1.0684403898852826,0.013058189794045693,-0.005559663434488493,0.00015065873215327878,
0.15,floor_select,tsa:0.650,TSA alpha=0.65,0.65,1.0683629966482502,0.013058337927903778,-0.005637056671520747,0.0001645491118269393,
0.15,floor_select,tsa:0.700,TSA alpha=0.70,0.7,1.068315968721862,0.013057509301622377,-0.005684084597909055,0.00017333315872862566,
0.15,floor_select,tsa:0.750,TSA alpha=0.75,0.75,1.0683518434949517,0.013061163808929127,-0.005648209824819119,0.00018776545112019798,
0.15,floor_select,tsa:0.800,TSA alpha=0.80,0.8,1.0684076586794369,0.013062348574204548,-0.005592394640334035,0.00020120132633111916,
0.15,floor_select,tsa:0.900,TSA alpha=0.90,0.9,1.0687293624937004,0.013067770861920493,-0.005270690826070512,0.0002272469061171297,
0.15,floor_select,tsa:1.000,Uniform LAWA,1.0,1.0692692361623415,0.01307020137343445,-0.0047308171574292745,0.00025075761329117256,
0.15,floor_select,ema:0.95:16:16,Checkpoint EMA,nan,1.0689399838513112,0.013067166933886926,-0.005060069468459768,0.00023656890598433716,
0.15,floor_select,swastyle:32:16,SWA-style late average,nan,1.0711666151851502,0.013090085709054471,-0.002833438134620574,0.0003116495733674648,
0.15,floor_select,adaptive:hybrid:8:32:1.0:all,Tensorwise adaptive TSA,0.5872288030681367,1.0687346412900018,0.013052064557473838,-0.005265412029769089,0.00013269113074014502,0.5872288030681367
0.15,holdout,raw,Raw iterate,0.0,1.0595621996121933,0.010713432408766961,,,
0.15,holdout,tsa:0.100,TSA alpha=0.10,0.1,1.0580551953299913,0.010708731706916032,-0.0015070042822021082,2.9346668511718716e-05,
0.15,holdout,tsa:0.200,TSA alpha=0.20,0.2,1.056761749822486,0.010705813578493456,-0.00280044978970736,5.350865245560907e-05,
0.15,holdout,tsa:0.300,TSA alpha=0.30,0.3,1.0557665320224303,0.010703714163581029,-0.003795667589763065,7.755345882632133e-05,
0.15,holdout,tsa:0.400,TSA alpha=0.40,0.4,1.054974022877829,0.01070135318319124,-0.004588176734364322,0.00010075852149984644,
