step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.554973155260086,0.4,152.17726529808715
500,4.804123014211655,0.4,303.3799077356234
750,4.401627346873283,0.4,455.5631528138183
1000,4.215150028467178,0.4,607.6790578337386
1250,4.06404921412468,0.3612205128205129,758.5701024848968
1500,4.087350577116013,0.3125025641025641,910.1577265318483
1750,3.8298640102148056,0.2637846153846154,1061.761918220669
2000,3.5625221729278564,0.21506666666666666,1213.0441809576005
2250,3.7862866818904877,0.16634871794871797,1364.745091035962
2500,3.574529230594635,0.11763076923076923,1518.2649320820346
2750,3.623097240924835,0.06891282051282052,1671.3203855352476
3000,3.5264488607645035,0.06,1828.443601347506
