step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.61212095618248,0.4,155.8647274719915
500,4.979038089513779,0.4,310.83209721896856
750,4.611425846815109,0.4,465.7303756149995
1000,4.277942657470703,0.4,620.9390928979628
1250,4.1515292674303055,0.3612205128205129,776.2397853759976
1500,3.994262248277664,0.3125025641025641,932.1052494449177
1750,3.74069981276989,0.2637846153846154,1088.4363993148945
2000,3.800215795636177,0.21506666666666666,1243.2438824578494
2250,3.637405440211296,0.16634871794871797,1399.8192495407638
2500,3.62396240234375,0.11763076923076923,1554.3730978447056
2750,3.6997096985578537,0.06891282051282052,1708.95117392268
3000,3.647049844264984,0.06,1867.279689712661
