step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.028530269861221,0.4,160.07391797099262
500,4.38152888417244,0.4,310.3206974891946
750,4.036751165986061,0.4,517.0602025124244
1000,3.961956337094307,0.4,722.8358859457076
1250,3.8697702437639236,0.3612205128205129,927.8910172013566
1500,3.795601323246956,0.3125025641025641,1132.854665337596
1750,3.6965592801570892,0.2637846153846154,1336.1925717671402
2000,3.7430685609579086,0.21506666666666666,1538.8795852381736
2250,3.573050856590271,0.16634871794871797,1741.633910279721
2500,3.595749542117119,0.11763076923076923,1944.8053194615059
2750,3.3987753242254257,0.06891282051282052,2118.552928801626
3000,3.326329618692398,0.04000000000000001,2263.7815193785354
