name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.044613067060709,0.20838656170027597,0.8236635078114835,0.16298644841895138,0.830338529696266
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.04550008475780487,0.20656699793679373,0.8194921595021107,0.1647321017416489,0.8273800288802309
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.03230436518788338,0.17333486889089858,0.8429075787380762,0.09398837970316333,0.8744595995174564
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.034278132021427155,0.18130621314048767,0.8409989742266186,0.10677855888519672,0.8671102076707109
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.1735336035490036,0.792054431779044,0.8202819450946827,0.1680486950065597,0.8261166250440615
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.1694878786802292,0.7669972947665623,0.8190170186502594,0.17411119719810716,0.8224529107260761
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.04338515177369118,0.20519804741655076,0.8254702976105465,0.15377683507891335,0.8358467312658165
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.04382339492440224,0.204829603433609,0.8237568208958205,0.15942669926954392,0.8321650608131383
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.0293270256370306,0.15948969551495143,0.8446799337574307,0.09734373448999066,0.87366809963372
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.03581629693508148,0.19245671587330954,0.8430988556446436,0.10977232183975215,0.8666632669024457
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,6.763097189832479e-06,1.7627464720655034e-05,0.7227166305289398,0.26422709186107324,0.7292447693339332
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.11600574105978012,0.5527211938585553,0.8265274882730024,0.14906223053421405,0.8387326288693941
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.11375679820775986,0.5379492001874107,0.8254476735093944,0.15285369732146095,0.8362969880939668
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.04102203622460365,0.19269202010972158,0.8244776678475765,0.14731984578345253,0.838578911032062
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.040158018469810486,0.18929293751716614,0.8249821261494774,0.14139267478756196,0.8417947256809577
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.02602524124085903,0.14767541204180037,0.8501718862363246,0.0811581548011694,0.8845068657175776
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.030271943658590317,0.1820907167025975,0.8574516649626465,0.06995856321836581,0.8937465508721403
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.10985411703586578,0.54419464298657,0.8320398665198946,0.14021365733519434,0.8459131045923501
transformer.h.2.mlp.c_proj.weight,2,mlp_down,mlp,2359296,768x3072,0,0.10475090891122818,0.5169754581792014,0.8315160584206135,0.13666041271127297,0.8474278228546703
transformer.h.3.attn.c_q.weight,3,attn_qkv,attn,589824,768x768,1,0.04196488484740257,0.20525219397885458,0.8302508667821641,0.14747079383881137,0.8413900364716764
transformer.h.3.attn.c_k.weight,3,attn_qkv,attn,589824,768x768,1,0.04266544058918953,0.20227998069354466,0.825816541637078,0.15310161219770133,0.8363574647196883
transformer.h.3.attn.c_v.weight,3,attn_qkv,attn,589824,768x768,1,0.026003068313002586,0.14732830545731954,0.8499806021992377,0.07669124267151509,0.8866446797638613
transformer.h.3.attn.c_proj.weight,3,attn_out,attn,589824,768x768,1,0.032509900629520416,0.1881869328873498,0.8526943041661931,0.08053373241870752,0.8860802858737428
transformer.h.3.attn.ve_gate.weight,3,attn_aux,attn,72,6x12,0,3.912154625140829e-06,1.7946751281020363e-05,0.8210269698796708,0.029736469858478897,0.895645250010596
transformer.h.3.mlp.c_fc.weight,3,mlp_up,mlp,2359296,3072x768,0,0.13306035101413727,0.6804806760379246,0.8364429738764457,0.13235209360844183,0.852045440134002
transformer.h.3.mlp.c_proj.weight,3,mlp_down,mlp,2359296,768x3072,0,0.1301642209291458,0.6574567471231733,0.8347374864193566,0.13093488455116933,0.8519013009340937
transformer.h.4.attn.c_q.weight,4,attn_qkv,attn,589824,768x768,1,0.0415463000535965,0.19871726419244493,0.8270803141376397,0.15088890874216634,0.8380957026977367
transformer.h.4.attn.c_k.weight,4,attn_qkv,attn,589824,768x768,1,0.0409461073577404,0.19520906039646693,0.8266135450384998,0.15181439017926668,0.8373995774296166
transformer.h.4.attn.c_v.weight,4,attn_qkv,attn,589824,768x768,1,0.02583201415836811,0.15253497127975738,0.855174913143727,0.06850495833510238,0.8933349774043122
transformer.h.4.attn.c_proj.weight,4,attn_out,attn,589824,768x768,1,0.02909521572291851,0.1804241325174059,0.8611335136001592,0.05842806206603269,0.9013527257670633
transformer.h.4.mlp.c_fc.weight,4,mlp_up,mlp,2359296,3072x768,0,0.1187131255865097,0.6001030675002507,0.834849121752908,0.13257673895212788,0.8511361914003901
transformer.h.4.mlp.c_proj.weight,4,mlp_down,mlp,2359296,768x3072,0,0.1153748482465744,0.5770844519138336,0.8333839285285823,0.13115052106264183,0.8511167037329703
transformer.h.5.attn.c_q.weight,5,attn_qkv,attn,589824,768x768,1,0.04257790371775627,0.2052401602268219,0.8281888614573377,0.15212666710741143,0.8380310971749632
transformer.h.5.attn.c_k.weight,5,attn_qkv,attn,589824,768x768,1,0.04295286908745766,0.203949545110975,0.826033012974361,0.15264868457789238,0.8366921641982343
transformer.h.5.attn.c_v.weight,5,attn_qkv,attn,589824,768x768,1,0.027437232434749603,0.16457559594086238,0.8571072950340725,0.07170550744595806,0.8927008937940573
transformer.h.5.attn.c_proj.weight,5,attn_out,attn,589824,768x768,1,0.03494129329919815,0.19386755994388036,0.847290466238744,0.10143812004547836,0.8729261730966329
transformer.h.5.attn.ve_gate.weight,5,attn_aux,attn,72,6x12,0,5.253415565675823e-06,2.1466026867398925e-05,0.8033860332664402,0.13643374247193296,0.8334761453972537
transformer.h.5.mlp.c_fc.weight,5,mlp_up,mlp,2359296,3072x768,0,0.13606661558151245,0.6807079996381488,0.8334098378597148,0.1338520564081931,0.8497788907257608
transformer.h.5.mlp.c_proj.weight,5,mlp_down,mlp,2359296,768x3072,0,0.13112999498844147,0.6508797918047223,0.8323166829840143,0.13208627286427285,0.8501152050598707
transformer.h.6.attn.c_q.weight,6,attn_qkv,attn,589824,768x768,1,0.04315927252173424,0.20064835250377655,0.8229781676548538,0.15345643829571476,0.8347608646795694
transformer.h.6.attn.c_k.weight,6,attn_qkv,attn,589824,768x768,1,0.043229151517152786,0.20182996136801584,0.82359704559361,0.1529557229553955,0.8353206613191073
transformer.h.6.attn.c_v.weight,6,attn_qkv,attn,589824,768x768,1,0.028273019939661026,0.16526833389486587,0.8539174218868296,0.08012366812898963,0.88689687687892
transformer.h.6.attn.c_proj.weight,6,attn_out,attn,589824,768x768,1,0.030028708279132843,0.17932473123073578,0.8565645334061143,0.0717419802289377,0.8924112765885883
transformer.h.6.mlp.c_fc.weight,6,mlp_up,mlp,2359296,3072x768,0,0.143535315990448,0.7114582061767578,0.8321211655187515,0.141559977873304,0.8452805938227237
transformer.h.6.mlp.c_proj.weight,6,mlp_down,mlp,2359296,768x3072,0,0.14304453134536743,0.6904124532427106,0.8283720288023445,0.1419987922421451,0.8431866182800998
transformer.h.7.attn.c_q.weight,7,attn_qkv,attn,589824,768x768,1,0.04145058989524841,0.20371654629707336,0.8309292569182991,0.14369333172643883,0.8436179625959301
transformer.h.7.attn.c_k.weight,7,attn_qkv,attn,589824,768x768,1,0.04154179245233536,0.20323201375348227,0.8302849757649108,0.14240488953739736,0.8439400431137567
transformer.h.7.attn.c_v.weight,7,attn_qkv,attn,589824,768x768,1,0.029295850545167923,0.16882180528981344,0.8521290269577518,0.07568342040406184,0.888222803276845
transformer.h.7.attn.c_proj.weight,7,attn_out,attn,589824,768x768,1,0.03746754303574562,0.19311240954058512,0.8375073694954359,0.1236249156930533,0.8569412269011913
transformer.h.7.attn.ve_gate.weight,7,attn_aux,attn,72,6x12,0,5.872660494787851e-06,1.8693736819841433e-05,0.7609474266993687,0.128214902246139,0.8163662622266148
transformer.h.7.mlp.c_fc.weight,7,mlp_up,mlp,2359296,3072x768,0,0.15469640493392944,0.7738080450466701,0.8333918540324048,0.1369297642487104,0.8482310448918472
transformer.h.7.mlp.c_proj.weight,7,mlp_down,mlp,2359296,768x3072,0,0.15821076929569244,0.7593144178390503,0.82756792781923,0.14605436259450003,0.840756782612365
transformer.h.8.attn.c_q.weight,8,attn_qkv,attn,589824,768x768,1,0.04374639689922333,0.20110414070742472,0.8213342828370594,0.16161956560187396,0.8298573586175928
transformer.h.8.attn.c_k.weight,8,attn_qkv,attn,589824,768x768,1,0.04302343353629112,0.19975038085665023,0.8227838795387727,0.15680461314558333,0.8329896331965947
