step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.984103322029114,0.4,158.1500334588345
500,4.291851133108139,0.4,305.5492900868412
750,4.08616304397583,0.4,452.4811601159163
1000,3.897529572248459,0.4,599.7205441812985
1250,3.888235777616501,0.3612205128205129,746.1470065712929
1500,3.7444052547216415,0.3125025641025641,891.5272070369683
1750,3.6866075843572617,0.2637846153846154,1037.5008934084326
2000,3.659777209162712,0.21506666666666666,1183.972663207911
2250,3.4712638556957245,0.16634871794871797,1331.5994247554336
2500,3.549459680914879,0.11763076923076923,1478.0071539902128
2750,3.5519579648971558,0.06891282051282052,1623.888143614633
3000,3.4196270257234573,0.04000000000000001,1770.7626169873402
