step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.496884852647781,0.4,190.81480466620997
500,4.798029333353043,0.4,380.26416416442953
750,4.434864431619644,0.4,568.2111579179764
1000,4.18501204252243,0.4,755.5770754399709
1250,4.013630032539368,0.3612205128205129,945.9537528681103
1500,3.93596351146698,0.3125025641025641,1135.2611599615775
1750,3.8619073778390884,0.2637846153846154,1325.3543221473228
2000,3.7561297863721848,0.21506666666666666,1515.3186409513
2250,3.6869974583387375,0.16634871794871797,1705.9679582966492
2500,3.5619660913944244,0.11763076923076923,1896.8273118077777
2750,3.495272785425186,0.06891282051282052,2086.756523340475
3000,3.6361512690782547,0.04000000000000001,2265.0879249807913
