step,train_loss,raw_bpb,lr_multiplier
248,4.931548297405243,1.5319776882814566,0.4
504,4.329765155911446,1.317351573669983,0.4
760,4.0550586730241776,1.253552074611577,0.4
1016,3.9845744967460632,1.2208896325532397,0.4
1272,3.875547617673874,1.1922676693018566,0.3569333333333334
1528,3.845284014940262,1.1683204036993813,0.3070461538461539
1784,3.609018951654434,1.1457658819711742,0.2571589743589744
2040,3.5653607547283173,1.1285743036799025,0.20727179487179487
2296,3.6353888660669327,1.1097126370758112,0.1573846153846154
2488,3.5091093480587006,1.0944299959307129,0.11996923076923079
2600,3.64113812148571,1.0870045413827998,0.09814358974358975
2696,3.5366859287023544,1.0816295419689241,0.07943589743589745
2760,3.5603915601968765,1.076865742356421,0.06999999999999999
2808,3.3853973895311356,1.0743966283870499,0.06999999999999999
2856,3.434424117207527,1.072640850778344,0.06999999999999999
2904,3.482037514448166,1.0715066901707164,0.06999999999999999
2936,3.3952545821666718,1.0705447010955143,0.06999999999999999
2968,3.504182144999504,1.0688648750566394,0.06999999999999999
3000,3.4157970398664474,1.0685079307768732,0.06999999999999999
