stream_seed,floor,step,recipe,bpb
2203,0.05,2968,raw,1.0639729072639925
2203,0.05,2968,tsa:0.550,1.0625389127377893
2203,0.05,2968,tsa:1.000,1.0638726784919819
2203,0.05,3000,raw,1.0621236646535857
2203,0.05,3000,tsa:0.550,1.061544745384346
2203,0.05,3000,tsa:1.000,1.0629926812384192
3303,0.05,248,raw,1.5534348013682813
3303,0.05,248,tsa:0.550,1.6214264029740064
3303,0.05,248,tsa:1.000,1.7196092015967275
3303,0.05,504,raw,1.3216914406060365
3303,0.05,504,tsa:0.550,1.317590447361935
3303,0.05,504,tsa:1.000,1.351230729193872
3303,0.05,760,raw,1.253156880475996
3303,0.05,760,tsa:0.550,1.2210671336823853
3303,0.05,760,tsa:1.000,1.224884698427371
3303,0.05,1016,raw,1.220856583055613
3303,0.05,1016,tsa:0.550,1.183895909948129
3303,0.05,1016,tsa:1.000,1.1820581854555519
3303,0.05,1272,raw,1.19304627858467
3303,0.05,1272,tsa:0.550,1.158298550766166
3303,0.05,1272,tsa:1.000,1.1567430695291236
3303,0.05,1528,raw,1.1688265133227862
3303,0.05,1528,tsa:0.550,1.137738725468229
3303,0.05,1528,tsa:1.000,1.1366087471242081
3303,0.05,1784,raw,1.1468056576320622
3303,0.05,1784,tsa:0.550,1.120002105017465
3303,0.05,1784,tsa:1.000,1.118806628538678
3303,0.05,2040,raw,1.1285984250359369
3303,0.05,2040,tsa:0.550,1.1052904878668726
3303,0.05,2040,tsa:1.000,1.1040621711493324
3303,0.05,2296,raw,1.1076870172512319
3303,0.05,2296,tsa:0.550,1.090188470990294
3303,0.05,2296,tsa:1.000,1.090185617544702
3303,0.05,2488,raw,1.0950021269867898
3303,0.05,2488,tsa:0.550,1.081534487245916
3303,0.05,2488,tsa:1.000,1.081594583049505
3303,0.05,2600,raw,1.0877935316325926
3303,0.05,2600,tsa:0.550,1.0770499850832738
3303,0.05,2600,tsa:1.000,1.0775013867799166
3303,0.05,2696,raw,1.0806301760731705
3303,0.05,2696,tsa:0.550,1.0727077077158347
3303,0.05,2696,tsa:1.000,1.0738572425938524
3303,0.05,2760,raw,1.0758797174847439
3303,0.05,2760,tsa:0.550,1.0698619918534278
3303,0.05,2760,tsa:1.000,1.071211880996736
3303,0.05,2808,raw,1.0727826689755657
3303,0.05,2808,tsa:0.550,1.0678260817490597
3303,0.05,2808,tsa:1.000,1.0691656369132079
3303,0.05,2856,raw,1.0693156700586597
3303,0.05,2856,tsa:0.550,1.0657413375403002
3303,0.05,2856,tsa:1.000,1.067403995452819
3303,0.05,2904,raw,1.067033533431172
3303,0.05,2904,tsa:0.550,1.0642628342046403
3303,0.05,2904,tsa:1.000,1.0657224164481
3303,0.05,2936,raw,1.0653273118580353
3303,0.05,2936,tsa:0.550,1.0631412276242846
3303,0.05,2936,tsa:1.000,1.0645450927818447
3303,0.05,2968,raw,1.0634197669985874
3303,0.05,2968,tsa:0.550,1.0621386391477028
3303,0.05,2968,tsa:1.000,1.063663959460114
3303,0.05,3000,raw,1.0621133556006532
3303,0.05,3000,tsa:0.550,1.0612438513173477
3303,0.05,3000,tsa:1.000,1.0626486008656537
4403,0.05,248,raw,1.5497809545720527
4403,0.05,248,tsa:0.550,1.6210100910392313
4403,0.05,248,tsa:1.000,1.7223856008776979
4403,0.05,504,raw,1.3268553306897612
4403,0.05,504,tsa:0.550,1.3213947899316802
4403,0.05,504,tsa:1.000,1.352759848907069
4403,0.05,760,raw,1.2522224608637444
4403,0.05,760,tsa:0.550,1.2224638258443523
4403,0.05,760,tsa:1.000,1.22582809859255
4403,0.05,1016,raw,1.2207779080286298
4403,0.05,1016,tsa:0.550,1.1837649709667477
4403,0.05,1016,tsa:1.000,1.1819926165046954
4403,0.05,1272,raw,1.192927979917144
4403,0.05,1272,tsa:0.550,1.158543969111364
4403,0.05,1272,tsa:1.000,1.156740208142406
4403,0.05,1528,raw,1.169151957741962
4403,0.05,1528,tsa:0.550,1.1379516115133144
4403,0.05,1528,tsa:1.000,1.1360056585440703
4403,0.05,1784,raw,1.1458704739025527
4403,0.05,1784,tsa:0.550,1.119550934079793
4403,0.05,1784,tsa:1.000,1.1186288648499645
4403,0.05,2040,raw,1.126293910750542
4403,0.05,2040,tsa:0.550,1.1035446875255142
4403,0.05,2040,tsa:1.000,1.1026664434901705
4403,0.05,2296,raw,1.107711660985343
4403,0.05,2296,tsa:0.550,1.0902977718498519
4403,0.05,2296,tsa:1.000,1.0901929466487525
4403,0.05,2488,raw,1.093906241581395
4403,0.05,2488,tsa:0.550,1.080759637397792
4403,0.05,2488,tsa:1.000,1.0810162343119312
4403,0.05,2600,raw,1.0865892340659913
4403,0.05,2600,tsa:0.550,1.0758811717010115
4403,0.05,2600,tsa:1.000,1.076163152546914
4403,0.05,2696,raw,1.0793487636349481
4403,0.05,2696,tsa:0.550,1.071339746222544
4403,0.05,2696,tsa:1.000,1.072358782657784
4403,0.05,2760,raw,1.0747223724310626
4403,0.05,2760,tsa:0.550,1.0686249685824087
4403,0.05,2760,tsa:1.000,1.0698070143802623
4403,0.05,2808,raw,1.0716746277460516
4403,0.05,2808,tsa:0.550,1.0665797482415704
4403,0.05,2808,tsa:1.000,1.067977464807072
4403,0.05,2856,raw,1.0685791034619805
4403,0.05,2856,tsa:0.550,1.064720039285759
4403,0.05,2856,tsa:1.000,1.066157478882494
4403,0.05,2904,raw,1.0656273336503252
4403,0.05,2904,tsa:0.550,1.0629446126073723
4403,0.05,2904,tsa:1.000,1.0644512701062847
4403,0.05,2936,raw,1.0642103600038828
4403,0.05,2936,tsa:0.550,1.061894938631919
4403,0.05,2936,tsa:1.000,1.0632975486759637
4403,0.05,2968,raw,1.0622659055140713
4403,0.05,2968,tsa:0.550,1.0608917374288667
4403,0.05,2968,tsa:1.000,1.0623527411571747
4403,0.05,3000,raw,1.0607060184306945
4403,0.05,3000,tsa:0.550,1.0599777325272393
4403,0.05,3000,tsa:1.000,1.0614571688464158
5503,0.05,248,raw,1.5381316193011645
5503,0.05,248,tsa:0.550,1.6094049976260827
5503,0.05,248,tsa:1.000,1.7100315848220338
5503,0.05,504,raw,1.3176963158005868
5503,0.05,504,tsa:0.550,1.309515373572542
5503,0.05,504,tsa:1.000,1.3392356480100067
5503,0.05,760,raw,1.250076039235687
5503,0.05,760,tsa:0.550,1.2186206481580588
5503,0.05,760,tsa:1.000,1.2221034132289825
5503,0.05,1016,raw,1.2178793846593983
5503,0.05,1016,tsa:0.550,1.181764901418049
5503,0.05,1016,tsa:1.000,1.179897009272716
5503,0.05,1272,raw,1.1909858424805624
5503,0.05,1272,tsa:0.550,1.1575097596212853
5503,0.05,1272,tsa:1.000,1.156001021813801
5503,0.05,1528,raw,1.1695137892776644
5503,0.05,1528,tsa:0.550,1.1376396377153133
5503,0.05,1528,tsa:1.000,1.1357389764019412
5503,0.05,1784,raw,1.147358359959046
5503,0.05,1784,tsa:0.550,1.1209362943592178
5503,0.05,1784,tsa:1.000,1.1194406575708178
5503,0.05,2040,raw,1.1290570224789962
5503,0.05,2040,tsa:0.550,1.1059219623461023
5503,0.05,2040,tsa:1.000,1.1045013189015798
5503,0.05,2296,raw,1.1088516570112907
5503,0.05,2296,tsa:0.550,1.0918498419917837
5503,0.05,2296,tsa:1.000,1.092060399499149
5503,0.05,2488,raw,1.0952223784948552
5503,0.05,2488,tsa:0.550,1.0822301087851374
5503,0.05,2488,tsa:1.000,1.0826026333282979
5503,0.05,2600,raw,1.0867213278734287
5503,0.05,2600,tsa:0.550,1.0764004362416515
5503,0.05,2600,tsa:1.000,1.0772920250907787
5503,0.05,2696,raw,1.0798580091792127
5503,0.05,2696,tsa:0.550,1.0719106225515533
5503,0.05,2696,tsa:1.000,1.07302886877185
5503,0.05,2760,raw,1.0753624769460728
5503,0.05,2760,tsa:0.550,1.069007943696592
5503,0.05,2760,tsa:1.000,1.0702120224688405
5503,0.05,2808,raw,1.0723993363097768
5503,0.05,2808,tsa:0.550,1.0671592320044252
5503,0.05,2808,tsa:1.000,1.068441953624451
5503,0.05,2856,raw,1.0693229449355237
5503,0.05,2856,tsa:0.550,1.0653271940117373
5503,0.05,2856,tsa:1.000,1.0666355686324471
5503,0.05,2904,raw,1.0670834962872167
5503,0.05,2904,tsa:0.550,1.0639098210653746
5503,0.05,2904,tsa:1.000,1.0650231193143078
5503,0.05,2936,raw,1.065149667409808
5503,0.05,2936,tsa:0.550,1.0628073481940654
5503,0.05,2936,tsa:1.000,1.0639865896877114
5503,0.05,2968,raw,1.0633757252225893
5503,0.05,2968,tsa:0.550,1.0618466937661202
5503,0.05,2968,tsa:1.000,1.0631552204920993
5503,0.05,3000,raw,1.0616639039081508
5503,0.05,3000,tsa:0.550,1.06094290901849
5503,0.05,3000,tsa:1.000,1.0623787841005745
1103,0.1,248,raw,1.542956018457759
1103,0.1,248,tsa:0.550,1.61096510903478
1103,0.1,248,tsa:1.000,1.71320244058693
1103,0.1,504,raw,1.320266088238693
1103,0.1,504,tsa:0.550,1.3130208253067401
1103,0.1,504,tsa:1.000,1.3446652584953545
1103,0.1,760,raw,1.2506004245984137
1103,0.1,760,tsa:0.550,1.2191041907187714
1103,0.1,760,tsa:1.000,1.2228838866893574
1103,0.1,1016,raw,1.2205466455927056
1103,0.1,1016,tsa:0.550,1.182917482433178
1103,0.1,1016,tsa:1.000,1.1815880190426786
1103,0.1,1272,raw,1.1935450418500624
1103,0.1,1272,tsa:0.550,1.1580757699039899
1103,0.1,1272,tsa:1.000,1.1556789621914318
1103,0.1,1528,raw,1.1672823190934478
1103,0.1,1528,tsa:0.550,1.136809572382332
1103,0.1,1528,tsa:1.000,1.134838219618359
1103,0.1,1784,raw,1.1464221416482487
1103,0.1,1784,tsa:0.550,1.1202215403683913
1103,0.1,1784,tsa:1.000,1.118662340449998
1103,0.1,2040,raw,1.1239103519148506
1103,0.1,2040,tsa:0.550,1.1022680858612914
1103,0.1,2040,tsa:1.000,1.1020957686474495
1103,0.1,2296,raw,1.1073742091387464
1103,0.1,2296,tsa:0.550,1.0896716591300275
1103,0.1,2296,tsa:1.000,1.089008293006883
1103,0.1,2488,raw,1.093239758330924
1103,0.1,2488,tsa:0.550,1.0800781114855562
1103,0.1,2488,tsa:1.000,1.080346288280419
1103,0.1,2600,raw,1.0856585637630323
1103,0.1,2600,tsa:0.550,1.0748816762602846
1103,0.1,2600,tsa:1.000,1.0753146859310851
1103,0.1,2696,raw,1.0784914891782917
1103,0.1,2696,tsa:0.550,1.0703414870630659
1103,0.1,2696,tsa:1.000,1.0713169228206318
1103,0.1,2760,raw,1.0740521040563615
1103,0.1,2760,tsa:0.550,1.067794699516043
1103,0.1,2760,tsa:1.000,1.068848275677313
1103,0.1,2808,raw,1.0712764918900632
1103,0.1,2808,tsa:0.550,1.0660136772371587
1103,0.1,2808,tsa:1.000,1.0671933036788759
1103,0.1,2856,raw,1.0673852141643037
1103,0.1,2856,tsa:0.550,1.063707618956434
1103,0.1,2856,tsa:1.000,1.0652838555921886
1103,0.1,2904,raw,1.0646106263450534
1103,0.1,2904,tsa:0.550,1.0619966514056667
1103,0.1,2904,tsa:1.000,1.0637147041786166
1103,0.1,2936,raw,1.0632832506860428
1103,0.1,2936,tsa:0.550,1.0610556187793514
1103,0.1,2936,tsa:1.000,1.0625416425781424
1103,0.1,2968,raw,1.0618190884910068
1103,0.1,2968,tsa:0.550,1.0598860651336504
1103,0.1,2968,tsa:1.000,1.0613781273787324
1103,0.1,3000,raw,1.060662429901098
1103,0.1,3000,tsa:0.550,1.0586796225987
1103,0.1,3000,tsa:1.000,1.0601917365140718
2203,0.1,248,raw,1.5380758380185733
2203,0.1,248,tsa:0.550,1.6032869014555495
2203,0.1,248,tsa:1.000,1.70487105248034
2203,0.1,504,raw,1.322379929248841
2203,0.1,504,tsa:0.550,1.3110601188919957
2203,0.1,504,tsa:1.000,1.3384772041076662
2203,0.1,760,raw,1.2535429531511144
2203,0.1,760,tsa:0.550,1.2211734787115724
2203,0.1,760,tsa:1.000,1.2244416958118736
2203,0.1,1016,raw,1.219051387249177
2203,0.1,1016,tsa:0.550,1.1824906496686738
2203,0.1,1016,tsa:1.000,1.1801610230680817
2203,0.1,1272,raw,1.1915617516092296
2203,0.1,1272,tsa:0.550,1.1576015739075005
2203,0.1,1272,tsa:1.000,1.1563307852473832
2203,0.1,1528,raw,1.1693365299246756
2203,0.1,1528,tsa:0.550,1.1382540554829372
2203,0.1,1528,tsa:1.000,1.135886442515516
2203,0.1,1784,raw,1.147836506067152
2203,0.1,1784,tsa:0.550,1.1209291999102338
2203,0.1,1784,tsa:1.000,1.1187868024530996
2203,0.1,2040,raw,1.1287196698790745
2203,0.1,2040,tsa:0.550,1.1058391162121084
2203,0.1,2040,tsa:1.000,1.1040700425767738
2203,0.1,2296,raw,1.1085740672996647
2203,0.1,2296,tsa:0.550,1.0909282857905067
2203,0.1,2296,tsa:1.000,1.0902528340607178
2203,0.1,2488,raw,1.0931980355366875
2203,0.1,2488,tsa:0.550,1.0806173327670998
2203,0.1,2488,tsa:1.000,1.0814000302657227
2203,0.1,2600,raw,1.084511476631739
2203,0.1,2600,tsa:0.550,1.0748037993209258
2203,0.1,2600,tsa:1.000,1.0761280537218199
2203,0.1,2696,raw,1.0789887915871723
2203,0.1,2696,tsa:0.550,1.0709614602428545
2203,0.1,2696,tsa:1.000,1.071894118139582
2203,0.1,2760,raw,1.074520529239696
2203,0.1,2760,tsa:0.550,1.0681143833181925
2203,0.1,2760,tsa:1.000,1.06918044965736
2203,0.1,2808,raw,1.0713966751594832
2203,0.1,2808,tsa:0.550,1.066292398504186
2203,0.1,2808,tsa:1.000,1.0674616888185122
2203,0.1,2856,raw,1.0684837634583673
2203,0.1,2856,tsa:0.550,1.0645261748699715
2203,0.1,2856,tsa:1.000,1.065745824434425
2203,0.1,2904,raw,1.065412439408377
2203,0.1,2904,tsa:0.550,1.062740852572085
2203,0.1,2904,tsa:1.000,1.0642876876074165
2203,0.1,2936,raw,1.0640402570038288
2203,0.1,2936,tsa:0.550,1.061746657956879
2203,0.1,2936,tsa:1.000,1.06324305980773
2203,0.1,2968,raw,1.063131966043259
2203,0.1,2968,tsa:0.550,1.0609045454128754
2203,0.1,2968,tsa:1.000,1.0621697276636044
2203,0.1,3000,raw,1.061737386514657
2203,0.1,3000,tsa:0.550,1.059660772540978
2203,0.1,3000,tsa:1.000,1.061091335036683
3303,0.1,248,raw,1.53842574821078
3303,0.1,248,tsa:0.550,1.604263202177926
3303,0.1,248,tsa:1.000,1.7059273380759903
3303,0.1,504,raw,1.3160839205838497
3303,0.1,504,tsa:0.550,1.3053100238599242
3303,0.1,504,tsa:1.000,1.3330088570822232
3303,0.1,760,raw,1.2530663216282556
3303,0.1,760,tsa:0.550,1.2201255290619675
3303,0.1,760,tsa:1.000,1.222070051969144
3303,0.1,1016,raw,1.2202085913799423
3303,0.1,1016,tsa:0.550,1.1833296804124123
3303,0.1,1016,tsa:1.000,1.1809143646789573
3303,0.1,1272,raw,1.1927949516094534
3303,0.1,1272,tsa:0.550,1.1579724025041045
3303,0.1,1272,tsa:1.000,1.1564994088161709
3303,0.1,1528,raw,1.167885351866337
3303,0.1,1528,tsa:0.550,1.1372272245021486
3303,0.1,1528,tsa:1.000,1.1362573960703601
3303,0.1,1784,raw,1.1457640162627576
3303,0.1,1784,tsa:0.550,1.1189424027266546
3303,0.1,1784,tsa:1.000,1.117869902512465
3303,0.1,2040,raw,1.1273605908562918
3303,0.1,2040,tsa:0.550,1.1042399941218295
3303,0.1,2040,tsa:1.000,1.102761908054896
3303,0.1,2296,raw,1.106762070740683
3303,0.1,2296,tsa:0.550,1.0895418187348214
3303,0.1,2296,tsa:1.000,1.0895354888576994
3303,0.1,2488,raw,1.0934016564115494
3303,0.1,2488,tsa:0.550,1.0804048760474925
3303,0.1,2488,tsa:1.000,1.0808758565696228
3303,0.1,2600,raw,1.0867035459192158
3303,0.1,2600,tsa:0.550,1.0757362386482567
3303,0.1,2600,tsa:1.000,1.0759996477342244
3303,0.1,2696,raw,1.080133688654058
3303,0.1,2696,tsa:0.550,1.071774426470845
3303,0.1,2696,tsa:1.000,1.0724928681845116
3303,0.1,2760,raw,1.0753552351554618
3303,0.1,2760,tsa:0.550,1.0690566528832115
3303,0.1,2760,tsa:1.000,1.0701296372265616
3303,0.1,2808,raw,1.07187966847929
3303,0.1,2808,tsa:0.550,1.0669920462177485
3303,0.1,2808,tsa:1.000,1.0682980279079208
3303,0.1,2856,raw,1.06890942707691
3303,0.1,2856,tsa:0.550,1.065059594474821
3303,0.1,2856,tsa:1.000,1.066590083972903
3303,0.1,2904,raw,1.0657409554927573
3303,0.1,2904,tsa:0.550,1.0632100741672712
3303,0.1,2904,tsa:1.000,1.0647926199842876
3303,0.1,2936,raw,1.0646135581813452
3303,0.1,2936,tsa:0.550,1.0622222851618488
3303,0.1,2936,tsa:1.000,1.0637696500080596
3303,0.1,2968,raw,1.0631987643536471
3303,0.1,2968,tsa:0.550,1.0611485863552264
3303,0.1,2968,tsa:1.000,1.0626309300545007
3303,0.1,3000,raw,1.0618453100778604
3303,0.1,3000,tsa:0.550,1.0598366544063356
3303,0.1,3000,tsa:1.000,1.0613592768263782
4403,0.1,248,raw,1.5514453445982737
4403,0.1,248,tsa:0.550,1.6213714896281735
4403,0.1,248,tsa:1.000,1.722432423500405
4403,0.1,504,raw,1.327995449223845
4403,0.1,504,tsa:0.550,1.3230325207855302
4403,0.1,504,tsa:1.000,1.3558086056141962
4403,0.1,760,raw,1.2526351082645277
4403,0.1,760,tsa:0.550,1.2218785708589155
4403,0.1,760,tsa:1.000,1.2259063301718705
4403,0.1,1016,raw,1.2217267685761164
4403,0.1,1016,tsa:0.550,1.1845686317356923
4403,0.1,1016,tsa:1.000,1.1822552013655592
4403,0.1,1272,raw,1.195304489399994
4403,0.1,1272,tsa:0.550,1.1589143932195807
4403,0.1,1272,tsa:1.000,1.1573495495532222
4403,0.1,1528,raw,1.1683733326517314
4403,0.1,1528,tsa:0.550,1.1382894936478967
4403,0.1,1528,tsa:1.000,1.1371271478331233
4403,0.1,1784,raw,1.1461210428556665
4403,0.1,1784,tsa:0.550,1.119974026898848
4403,0.1,1784,tsa:1.000,1.1189424707504982
4403,0.1,2040,raw,1.1275211526826878
4403,0.1,2040,tsa:0.550,1.104478429710801
4403,0.1,2040,tsa:1.000,1.103808098144569
4403,0.1,2296,raw,1.1069483653828585
4403,0.1,2296,tsa:0.550,1.090157202671737
4403,0.1,2296,tsa:1.000,1.0903152458524459
4403,0.1,2488,raw,1.0935184489226573
4403,0.1,2488,tsa:0.550,1.0804776166310508
4403,0.1,2488,tsa:1.000,1.0806892603949783
4403,0.1,2600,raw,1.087260399511777
4403,0.1,2600,tsa:0.550,1.0759353004508576
4403,0.1,2600,tsa:1.000,1.0761915474233197
4403,0.1,2696,raw,1.0799919513818392
4403,0.1,2696,tsa:0.550,1.0718057485856083
4403,0.1,2696,tsa:1.000,1.072647935083705
4403,0.1,2760,raw,1.0746420538072439
4403,0.1,2760,tsa:0.550,1.0688027586209814
4403,0.1,2760,tsa:1.000,1.0702579740305551
4403,0.1,2808,raw,1.0716042281881206
4403,0.1,2808,tsa:0.550,1.0667207245376198
4403,0.1,2808,tsa:1.000,1.068306157441297
4403,0.1,2856,raw,1.068760024083479
4403,0.1,2856,tsa:0.550,1.0648993190531355
4403,0.1,2856,tsa:1.000,1.0663778590093205
4403,0.1,2904,raw,1.0660366349580754
4403,0.1,2904,tsa:0.550,1.0632031267677131
4403,0.1,2904,tsa:1.000,1.0645817453318704
4403,0.1,2936,raw,1.0645240940599827
4403,0.1,2936,tsa:0.550,1.0620256213651298
4403,0.1,2936,tsa:1.000,1.063405358593284
4403,0.1,2968,raw,1.0629622911200216
4403,0.1,2968,tsa:0.550,1.0607622515571038
4403,0.1,2968,tsa:1.000,1.0623076011272463
4403,0.1,3000,raw,1.0619844171943584
4403,0.1,3000,tsa:0.550,1.0597802191898444
4403,0.1,3000,tsa:1.000,1.0611521824988457
5503,0.1,248,raw,1.5348612399987875
5503,0.1,248,tsa:0.550,1.6039130520063525
5503,0.1,248,tsa:1.000,1.7051249894170577
5503,0.1,504,raw,1.3164192715162526
5503,0.1,504,tsa:0.550,1.306836144838778
5503,0.1,504,tsa:1.000,1.335693321466691
5503,0.1,760,raw,1.251102898501976
5503,0.1,760,tsa:0.550,1.2186606375928557
5503,0.1,760,tsa:1.000,1.2211721111729417
5503,0.1,1016,raw,1.2171155652622279
5503,0.1,1016,tsa:0.550,1.1810394981869923
5503,0.1,1016,tsa:1.000,1.179222986415562
5503,0.1,1272,raw,1.1914927656566325
5503,0.1,1272,tsa:0.550,1.1581003730449093
5503,0.1,1272,tsa:1.000,1.1563843422273417
5503,0.1,1528,raw,1.169331627699013
5503,0.1,1528,tsa:0.550,1.1381027423878314
5503,0.1,1528,tsa:1.000,1.1356056528989962
5503,0.1,1784,raw,1.1479970399957775
5503,0.1,1784,tsa:0.550,1.121487787614021
5503,0.1,1784,tsa:1.000,1.120331251243401
5503,0.1,2040,raw,1.1288020818640243
5503,0.1,2040,tsa:0.550,1.10602877406507
5503,0.1,2040,tsa:1.000,1.1050760146899798
5503,0.1,2296,raw,1.1084514011436193
5503,0.1,2296,tsa:0.550,1.091881071447533
5503,0.1,2296,tsa:1.000,1.0921763341930855
5503,0.1,2488,raw,1.0949036892970652
5503,0.1,2488,tsa:0.550,1.0817768533507133
5503,0.1,2488,tsa:1.000,1.0821978713484088
5503,0.1,2600,raw,1.0872571685034647
5503,0.1,2600,tsa:0.550,1.0764906317986658
5503,0.1,2600,tsa:1.000,1.0770047126289009
5503,0.1,2696,raw,1.0807514725288296
5503,0.1,2696,tsa:0.550,1.0725604440050336
5503,0.1,2696,tsa:1.000,1.0733293732718037
5503,0.1,2760,raw,1.075232853647254
5503,0.1,2760,tsa:0.550,1.069204058585938
5503,0.1,2760,tsa:1.000,1.0706543081818591
5503,0.1,2808,raw,1.0723298976348314
5503,0.1,2808,tsa:0.550,1.067420558744401
5503,0.1,2808,tsa:1.000,1.0687055953098363
5503,0.1,2856,raw,1.0693908596550414
5503,0.1,2856,tsa:0.550,1.0655550681875
5503,0.1,2856,tsa:1.000,1.067009208221529
5503,0.1,2904,raw,1.0671720653529069
5503,0.1,2904,tsa:0.550,1.0640865140812257
