optimizer_step,floor05,floor10,matched,embed,hidden,unembed,rest
1,0.020000000000000004,0.04000000000000001,0.03430265942558662,0.020000000000000004,0.06000000000000001,0.047692307692307694,0.03538461538461538
1001,0.4,0.4,0.4,0.4,0.4,0.4,0.4
2501,0.11743589743589743,0.11743589743589743,0.11743589743589743,0.11743589743589743,0.11743589743589743,0.11743589743589743,0.11743589743589743
2751,0.06871794871794872,0.06871794871794872,0.06871794871794872,0.06871794871794872,0.06871794871794872,0.06871794871794872,0.06871794871794872
2851,0.04923076923076924,0.04923076923076924,0.04923076923076924,0.04923076923076924,0.06000000000000001,0.04923076923076924,0.04923076923076924
3000,0.020194871794871797,0.04000000000000001,0.03430265942558662,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
