step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.025195360183716,0.4,165.65477601648308
500,4.392427504062653,0.4,317.6556916059926
750,4.078526958823204,0.4,468.95497045642696
1000,3.941874220967293,0.4,619.240808113711
1250,3.9517457336187363,0.3612205128205129,769.3905673322733
1500,3.702438607811928,0.3125025641025641,918.8997693066485
1750,3.7931905686855316,0.2637846153846154,1067.484089757083
2000,3.737936347723007,0.21506666666666666,1219.532384462189
2250,3.7448607236146927,0.16634871794871797,1371.6139073453378
2500,3.4442006647586823,0.11763076923076923,1523.6322908655275
2750,3.5170230120420456,0.06891282051282052,1674.0447870439384
3000,3.4537612795829773,0.020194871794871797,1825.3603179794736
