step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.934527218341827,0.4,170.67590815387666
500,4.362145006656647,0.4,320.8406425528228
750,4.0392774641513824,0.4,469.00028541777283
1000,3.905209928750992,0.4,618.6450667274185
1250,3.9455264657735825,0.3612205128205129,768.0034841704182
1500,3.7328394800424576,0.3125025641025641,915.2637203112245
1750,3.758063092827797,0.2637846153846154,1064.6329496931285
2000,3.629559189081192,0.21506666666666666,1217.1193968406878
2250,3.5949272513389587,0.16634871794871797,1368.190272060223
2500,3.598380967974663,0.11763076923076923,1519.0255625457503
2750,3.439236432313919,0.06891282051282052,1668.8536429661326
3000,3.449575960636139,0.04000000000000001,1818.9447016539052
