step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.959535509347916,160.68087094416842,0.4,0.4,0.4,0.4
500,4.249613434076309,306.8438431257382,0.4,0.4,0.4,0.4
750,4.040009021759033,454.19773632707074,0.4,0.4,0.4,0.4
1000,3.9904187619686127,601.3167484225705,0.4,0.4,0.4,0.4
1250,3.875541850924492,748.5232048551552,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.762049287557602,897.0181766729802,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.579221561551094,1046.2066891063005,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.629293382167816,1193.3960923971608,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.703755095601082,1341.840605916921,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.694639816880226,1489.9927258305252,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.5495555251836777,1637.964685096871,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4946198612451553,1787.8321115290746,0.03430265942558662,0.03430265942558662,0.03430265942558662,0.03430265942558662
