recipe,method,alpha,step,eval_kind,bpb,bpb_se,nll,nll_se,n_eval_batches,eval_seconds,floor,trajectory_id,lr_multiplier,stream_seed,paired_delta_vs_raw,paired_se_vs_raw,paired_z_vs_raw,window,spacing,ema_beta,mean_alpha_by_numel
raw,Raw iterate,0.0,248,curve,1.53842574821078,0.0207641978872531,4.985780835151672,0.03994581486716239,32,0.8708284029271454,0.1,floor_10p00pct,0.4,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,248,curve,1.604263202177926,0.020422031192150306,5.200847283005714,0.03732023690239591,32,0.7892982229823247,0.1,floor_10p00pct,0.4,3303,0.06583745396714613,0.001946353451977786,33.82605245735066,8,32,,
tsa:1.000,Uniform LAWA,1.0,248,curve,1.7059273380759903,0.020386790493146362,5.531824171543121,0.03478980723076507,32,1.2077640620991588,0.1,floor_10p00pct,0.4,3303,0.1675015898652104,0.0039506561098034765,42.398423251661534,8,32,,
raw,Raw iterate,0.0,504,curve,1.3160839205838497,0.017413351443708248,4.268644854426384,0.043528289370303126,32,0.7794487009523436,0.1,floor_10p00pct,0.4,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,504,curve,1.3053100238599242,0.017431103177723565,4.233052231371403,0.04249244154782871,32,0.7999584969365969,0.1,floor_10p00pct,0.4,3303,-0.01077389672392532,0.0014210873803233229,-7.581445640220988,8,32,,
tsa:1.000,Uniform LAWA,1.0,504,curve,1.3330088570822232,0.017559988158917704,4.322386264801025,0.04093432797463304,32,0.7956619079923257,0.1,floor_10p00pct,0.4,3303,0.016924936498373462,0.0030443815647543723,5.559400534518414,8,32,,
raw,Raw iterate,0.0,760,curve,1.2530663216282556,0.017386619098973485,4.064221061766148,0.04584668027967777,32,0.794454425922595,0.1,floor_10p00pct,0.4,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,760,curve,1.2201255290619675,0.017299492261667864,3.957636207342148,0.046153364509754914,32,0.7891428170260042,0.1,floor_10p00pct,0.4,3303,-0.03294079256628798,0.0006807699645264789,-48.38755274580968,8,32,,
tsa:1.000,Uniform LAWA,1.0,760,curve,1.222070051969144,0.017214756924578738,3.9640370681881905,0.04577994269577753,32,0.7929859280120581,0.1,floor_10p00pct,0.4,3303,-0.03099626965911146,0.0010855625965730488,-28.553185009286274,8,32,,
raw,Raw iterate,0.0,1016,curve,1.2202085913799423,0.0174681511554643,3.9574858099222183,0.04650028753141935,32,0.7970252590021119,0.1,floor_10p00pct,0.4,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1016,curve,1.1833296804124123,0.017442334772211455,3.838220290839672,0.04744993330300787,32,0.782945821993053,0.1,floor_10p00pct,0.4,3303,-0.03687891096752998,0.0010153646352414804,-36.32085428970963,8,32,,
tsa:1.000,Uniform LAWA,1.0,1016,curve,1.1809143646789573,0.017394038937449487,3.8304767087101936,0.04744039952928009,32,0.7799008600413799,0.1,floor_10p00pct,0.4,3303,-0.039294226700985035,0.001304499699333323,-30.122066506467363,8,32,,
raw,Raw iterate,0.0,1272,curve,1.1927949516094534,0.017349469490433964,3.8692319467663765,0.04690080009379977,32,0.7704418069915846,0.1,floor_10p00pct,0.3569333333333334,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1272,curve,1.1579724025041045,0.017338877193670346,3.7563328742980957,0.04747616599900431,32,0.79928282299079,0.1,floor_10p00pct,0.3569333333333334,3303,-0.034822549105348696,0.000781945753834538,-44.533203146873596,8,32,,
tsa:1.000,Uniform LAWA,1.0,1272,curve,1.1564994088161709,0.017308579114013282,3.751460075378418,0.04719591084015525,32,0.7782916519790888,0.1,floor_10p00pct,0.3569333333333334,3303,-0.03629554279328234,0.0010801336658114145,-33.60282522628023,8,32,,
raw,Raw iterate,0.0,1528,curve,1.167885351866337,0.017267800983416612,3.788556292653084,0.04715570976095923,32,0.799449029029347,0.1,floor_10p00pct,0.3070461538461539,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1528,curve,1.1372272245021486,0.01722618978595184,3.6890763863921165,0.0475747265995032,32,0.7674522919114679,0.1,floor_10p00pct,0.3070461538461539,3303,-0.030658127364188496,0.0005329236181548985,-57.52818287606361,8,32,,
tsa:1.000,Uniform LAWA,1.0,1528,curve,1.1362573960703601,0.017261628083082185,3.685904487967491,0.04768519899105368,32,0.7896819619927555,0.1,floor_10p00pct,0.3070461538461539,3303,-0.03162795579597699,0.0007177595873157442,-44.06483222921239,8,32,,
raw,Raw iterate,0.0,1784,curve,1.1457640162627576,0.017504073645687946,3.716826446354389,0.048499462140837876,32,0.7707203979371116,0.1,floor_10p00pct,0.2571589743589744,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1784,curve,1.1189424027266546,0.017493270937326215,3.6296998634934425,0.04874876787876306,32,0.7862502100178972,0.1,floor_10p00pct,0.2571589743589744,3303,-0.026821613536103083,0.0005828773641382813,-46.01587775801832,8,32,,
tsa:1.000,Uniform LAWA,1.0,1784,curve,1.117869902512465,0.01742152698040415,3.626099020242691,0.04842857484904009,32,0.7599564929259941,0.1,floor_10p00pct,0.2571589743589744,3303,-0.027894113750292684,0.0008613088334013072,-32.3857281715536,8,32,,
raw,Raw iterate,0.0,2040,curve,1.1273605908562918,0.01783464209376737,3.6566273495554924,0.049614766227728674,32,0.7687068589730188,0.1,floor_10p00pct,0.20727179487179487,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,2040,curve,1.1042399941218295,0.01770708042636975,3.581893280148506,0.0497573639543997,32,0.7826811369741336,0.1,floor_10p00pct,0.20727179487179487,3303,-0.023120596734462456,0.0006229164138968921,-37.11669209328217,8,32,,
tsa:1.000,Uniform LAWA,1.0,2040,curve,1.102761908054896,0.017629997792462344,3.5772042721509933,0.049637435705102324,32,0.7864868480246514,0.1,floor_10p00pct,0.20727179487179487,3303,-0.02459868280139581,0.0008841794353001489,-27.820917134365825,8,32,,
raw,Raw iterate,0.0,2296,curve,1.106762070740683,0.01772043941253371,3.589938521385193,0.04952073228677375,32,0.7643969440832734,0.1,floor_10p00pct,0.1573846153846154,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,2296,curve,1.0895418187348214,0.017646159709403295,3.534218020737171,0.049724998843769644,32,0.7802638090215623,0.1,floor_10p00pct,0.1573846153846154,3303,-0.017220252005861716,0.0004681613078913463,-36.78273218140081,8,32,,
tsa:1.000,Uniform LAWA,1.0,2296,curve,1.0895354888576994,0.017613044400413565,3.534271478652954,0.04974851491672426,32,0.7690203599631786,0.1,floor_10p00pct,0.1573846153846154,3303,-0.017226581882983753,0.0007212895279533988,-23.883033394180554,8,32,,
raw,Raw iterate,0.0,2488,curve,1.0934016564115494,0.0176203961522229,3.5467599853873253,0.049668076843224274,32,0.7888056200463325,0.1,floor_10p00pct,0.11996923076923079,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,2488,curve,1.0804048760474925,0.01761356851709766,3.5046693980693817,0.04992698237802734,32,0.8076462340541184,0.1,floor_10p00pct,0.11996923076923079,3303,-0.012996780364057048,0.00040621672664686224,-31.99469522424561,8,32,,
tsa:1.000,Uniform LAWA,1.0,2488,curve,1.0808758565696228,0.017612381840744706,3.506228119134903,0.04995639615502013,32,0.7745746669825166,0.1,floor_10p00pct,0.11996923076923079,3303,-0.012525799841926467,0.0006398619870510914,-19.575783677435915,8,32,,
raw,Raw iterate,0.0,2600,curve,1.0867035459192158,0.01755396666222721,3.525484025478363,0.04987161758388116,32,0.779857411980629,0.1,floor_10p00pct,0.09814358974358975,3303,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,2600,curve,1.0757362386482567,0.017566740638437443,3.489741049706936,0.05007215659788865,32,0.782198271015659,0.1,floor_10p00pct,0.09814358974358975,3303,-0.010967307270959237,0.00026347444375185506,-41.62569665120326,8,32,,
