step,train_loss,raw_bpb,lr_multiplier
248,4.919038742780685,1.53842574821078,0.4
504,4.254527449607849,1.3160839205838497,0.4
760,4.211970269680023,1.2530663216282556,0.4
1016,3.8739890307188034,1.2202085913799423,0.4
1272,3.879415974020958,1.1927949516094534,0.3569333333333334
1528,3.8198461681604385,1.167885351866337,0.3070461538461539
1784,3.8433139324188232,1.1457640162627576,0.2571589743589744
2040,3.7616947293281555,1.1273605908562918,0.20727179487179487
2296,3.5627259016036987,1.106762070740683,0.1573846153846154
2488,3.5293842405080795,1.0934016564115494,0.11996923076923079
2600,3.680712580680847,1.0867035459192158,0.09814358974358975
2696,3.439161404967308,1.080133688654058,0.07943589743589745
2760,3.4168298840522766,1.0753552351554618,0.06696410256410257
2808,3.5552319139242172,1.07187966847929,0.05761025641025641
2856,3.517597496509552,1.06890942707691,0.04825641025641026
2904,3.4844375997781754,1.0657409554927573,0.04000000000000001
2936,3.444558635354042,1.0646135581813452,0.04000000000000001
2968,3.60004560649395,1.0631987643536471,0.04000000000000001
3000,3.4472543746232986,1.0618453100778604,0.04000000000000001
