step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.079221427440643,0.4,168.79180459864438
500,4.395692557096481,0.4,313.09432206954807
750,4.035316109657288,0.4,457.91293459990993
1000,3.9605040699243546,0.4,604.0761293242685
1250,3.8766861110925674,0.3612205128205129,749.5663568167947
1500,3.79484486579895,0.3125025641025641,893.0458050505258
1750,3.6961590945720673,0.2637846153846154,1036.5349182393402
2000,3.743987426161766,0.21506666666666666,1181.6076828916557
2250,3.5726247280836105,0.16634871794871797,1327.1628360464238
2500,3.5985930263996124,0.11763076923076923,1471.7944568721578
2750,3.4021778404712677,0.06891282051282052,1616.547597693745
3000,3.3255796134471893,0.020194871794871797,1762.3539986438118
