stream_seed,raw_floor_effect,structured_floor_effect,interaction
329303,0.002901116185245911,-0.00047535557079725343,0.0033764717560431645
340403,0.0036194618771026033,6.300660813729486e-05,0.0035564552689653084
351503,0.002886988799496004,-0.0004713289045816804,0.0033583177040776846
362603,0.00317297514247894,-0.00032393607384206824,0.003496911216321008
373703,0.0030114507562362114,-0.00045397763904220234,0.0034654283952784137
384803,0.003735128082961392,0.00017018231007415174,0.0035649457728872402
395903,0.003985590766668823,0.00027731462626934267,0.00370827614039948
407003,0.003920566881733922,0.00031555886328615834,0.003605008018447764
