name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.08007553219795227,0.24668377424989427,0.7549403165637671,0.35525295822869407,0.6998436791675365
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.08030058443546295,0.24504163648400987,0.7531811757830884,0.3568179194997034,0.6981816281416925
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.07628066837787628,0.23938438083444322,0.7583493371590557,0.34755777491463724,0.7053957811222092
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.07337980717420578,0.2365547844341823,0.7632409896765462,0.3392296195799358,0.7120056850483052
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.38488897681236267,1.218692524092538,0.7599816556906088,0.3598063939342831,0.700087630878163
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.08286873996257782,0.26515716527189526,0.7618891619382551,0.3486832330150769,0.7066029644615891
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.07690518349409103,0.24241815294538224,0.7591620319654646,0.3473255756097228,0.7059182281778709
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.07621284574270248,0.24077273905277252,0.7595699949829693,0.34797205349098587,0.7057989707459917
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.07241808623075485,0.2346910536289215,0.7641942982750564,0.33814838335476494,0.7130229574601457
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.07149278372526169,0.23851029787744796,0.7693804095248169,0.33251248076300033,0.7184339643809083
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,0.00028375672991387546,0.0018023805626268899,0.8639798392327861,0.13780702361528596,0.8630864078087501
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.36588671803474426,1.2100297468049186,0.7678260706083997,0.34210277146992524,0.7128616495692373
