step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,5.107653707265854,172.57505104737356,0.4,0.4,0.4,0.4
500,4.303790271282196,326.02431138884276,0.4,0.4,0.4,0.4
750,4.054595410823822,479.4772486751899,0.4,0.4,0.4,0.4
1000,3.8856192231178284,632.6331265443005,0.4,0.4,0.4,0.4
1250,3.9027500599622726,786.4606130174361,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.8169544637203217,940.910830495879,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.7182231843471527,1096.0588182550855,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.675991654396057,1250.5643658656627,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6647151857614517,1406.5648581776768,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5800597965717316,1559.9966651205905,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4235559701919556,1714.2594909216277,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.50269478559494,1867.9939166922122,0.020194871794871797,0.020194871794871797,0.020194871794871797,0.020194871794871797
