optimizer,floor,eval_kind,alpha_group,alpha_other,n,mean_gain_vs_raw,gain_ci95_half,positive_seed_count
native,0.15,structured_grid_diagnostic,0.625,0.375,5,0.005453205424516394,0.00014815997769819208,5
native,0.15,structured_grid_diagnostic,0.625,0.5,5,0.005503284728453739,0.00015875214547962912,5
native,0.15,structured_grid_diagnostic,0.625,0.625,5,0.005480268197760818,0.00013056775883924662,5
native,0.15,structured_grid_diagnostic,0.625,0.75,5,0.0054215012242888605,0.000162765290456437,5
native,0.15,structured_grid_diagnostic,0.625,0.875,5,0.00531634962112495,0.00020378422384567598,5
native,0.15,structured_grid_diagnostic,0.625,1.0,5,0.005138896152582406,0.00023193843160184156,5
native,0.15,structured_grid_diagnostic,0.75,0.0,5,0.00514712666683792,0.00016428519699001023,5
native,0.15,structured_grid_diagnostic,0.75,0.125,5,0.005358327322608903,0.00015784779704469668,5
native,0.15,structured_grid_diagnostic,0.75,0.25,5,0.005518304116935413,0.00014582215398729456,5
native,0.15,structured_grid_diagnostic,0.75,0.375,5,0.0055899345180429275,0.00016871624597431951,5
native,0.15,structured_grid_diagnostic,0.75,0.5,5,0.0056301987678307516,0.00018736520299638998,5
native,0.15,structured_grid_diagnostic,0.75,0.625,5,0.005591350174040022,0.00016527138348284285,5
native,0.15,structured_grid_diagnostic,0.75,0.75,5,0.005521481510271498,0.0001786854455767955,5
native,0.15,structured_grid_diagnostic,0.75,0.875,5,0.005400411911781778,0.00021567232232225098,5
native,0.15,structured_grid_diagnostic,0.75,1.0,5,0.005223965977325262,0.0002468711062993457,5
native,0.15,structured_grid_diagnostic,0.875,0.0,5,0.005062032817986184,0.0001837730246360215,5
native,0.15,structured_grid_diagnostic,0.875,0.125,5,0.005263831473290637,0.00017720159269253103,5
native,0.15,structured_grid_diagnostic,0.875,0.25,5,0.005401756251974188,0.00017587697861270993,5
native,0.15,structured_grid_diagnostic,0.875,0.375,5,0.005466590149826311,0.00018472412155201958,5
native,0.15,structured_grid_diagnostic,0.875,0.5,5,0.0054959104158169405,0.00020216435513652296,5
native,0.15,structured_grid_diagnostic,0.875,0.625,5,0.0054514087847518326,0.00019487744332216602,5
native,0.15,structured_grid_diagnostic,0.875,0.75,5,0.005374053897424069,0.000192639944817152,5
native,0.15,structured_grid_diagnostic,0.875,0.875,5,0.00524286541284078,0.00023074917306014348,5
native,0.15,structured_grid_diagnostic,0.875,1.0,5,0.005041240425015481,0.00025308002648433755,5
native,0.15,structured_grid_diagnostic,1.0,0.0,5,0.004715883344130267,0.00020719670663878103,5
native,0.15,structured_grid_diagnostic,1.0,0.125,5,0.004920984648253546,0.00020242118303371662,5
native,0.15,structured_grid_diagnostic,1.0,0.25,5,0.005048007489279582,0.00019351642075592337,5
native,0.15,structured_grid_diagnostic,1.0,0.375,5,0.00510452437614699,0.00020747204326925056,5
native,0.15,structured_grid_diagnostic,1.0,0.5,5,0.005118974860283743,0.00022148210526427953,5
native,0.15,structured_grid_diagnostic,1.0,0.625,5,0.0050664906227485765,0.00020336185842149415,5
native,0.15,structured_grid_diagnostic,1.0,0.75,5,0.004967381314440367,0.000216914763267254,5
native,0.15,structured_grid_diagnostic,1.0,0.875,5,0.004822603259702874,0.00025150003095518827,5
native,0.15,structured_grid_diagnostic,1.0,1.0,5,0.004614318164062414,0.0002678770443730381,5
pure_adamw,0.05,scalar_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.05,scalar_grid_diagnostic,0.05,0.05,5,7.987669652393947e-05,1.7166950588673065e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.1,0.1,5,0.00013703090005661166,2.524387210816611e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.15,0.15,5,0.000187308838795186,2.9982338572329253e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.2,0.2,5,0.0002207094383731345,3.5541096643962314e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.25,0.25,5,0.0002546069286021968,3.693385979308411e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.3,0.3,5,0.0002692621810599594,5.263602577556205e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.35,0.35,5,0.0002681438711438222,5.9312881714511445e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.4,0.4,5,0.00025067100650693063,6.978289276531476e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.45,0.45,5,0.00022858598107187156,7.641151043688717e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.5,0.5,5,0.00019174611751697767,8.096037420307853e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.55,0.55,5,0.00015049837196792203,7.634841055409487e-05,5
pure_adamw,0.05,scalar_grid_diagnostic,0.6,0.6,5,8.857963991975027e-05,8.054438649397343e-05,4
pure_adamw,0.05,scalar_grid_diagnostic,0.65,0.65,5,9.95387858937491e-06,9.144427580941941e-05,3
pure_adamw,0.05,scalar_grid_diagnostic,0.7,0.7,5,-7.401738312586836e-05,9.089242290601802e-05,1
pure_adamw,0.05,scalar_grid_diagnostic,0.75,0.75,5,-0.00016883939206189247,9.682521699027482e-05,0
pure_adamw,0.05,scalar_grid_diagnostic,0.8,0.8,5,-0.0002818103431191599,0.00010520815943960883,0
pure_adamw,0.05,scalar_grid_diagnostic,0.85,0.85,5,-0.00039864505282376505,0.00010673209355614004,0
pure_adamw,0.05,scalar_grid_diagnostic,0.9,0.9,5,-0.0005223282326398237,0.0001296268358637051,0
pure_adamw,0.05,scalar_grid_diagnostic,0.95,0.95,5,-0.0006686662257551212,0.00012138034412482853,0
pure_adamw,0.05,scalar_grid_diagnostic,1.0,1.0,5,-0.0008268400320886382,0.00012799138788918064,0
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.125,5,2.9060002303005205e-05,2.7827579999358545e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.25,5,2.4178643815853106e-05,2.7821222347463222e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.375,5,1.0936154322305214e-05,4.9278581424470694e-05,2
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.5,5,-2.7023013817650822e-05,5.6917311763695525e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.625,5,-9.963219308266602e-05,4.403834014618514e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.75,5,-0.00018630771282275306,6.654378252767974e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.0,0.875,5,-0.00028796459568107834,7.874678756441904e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.0,1.0,5,-0.0004182247696690844,8.808882188668863e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.0,5,0.00014117442277137294,2.2039292710619927e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.125,5,0.00016388977799226546,2.1517069163735937e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.25,5,0.00016038034788068423,2.898772069732075e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.375,5,0.00013904394378188022,3.617029340335646e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.5,5,9.4081029185622e-05,4.594167196426297e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.625,5,1.547069658807132e-05,4.857202665771371e-05,3
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.75,5,-6.881008382810804e-05,5.990598087561558e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.125,0.875,5,-0.00018035541897432061,7.565933241055727e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.125,1.0,5,-0.00031602733317850353,8.608405264378326e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.0,5,0.00023951911096813382,3.406209411073346e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.125,5,0.0002577856710503479,3.6181164717598974e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.25,5,0.0002546069286021968,3.693385979308411e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.375,5,0.0002263936902977992,5.906880316525514e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.5,5,0.00017348796408418466,6.349315345936006e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.625,5,9.140587107765441e-05,7.350939421902684e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.75,5,-2.0429590230630623e-06,7.813557482117884e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.25,0.875,5,-0.00011394620249984832,7.864397396576709e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.25,1.0,5,-0.0002481865672692152,9.364013355638412e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.0,5,0.0002867936486185663,4.4083840535203e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.125,5,0.00030945803482214097,4.144377662811159e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.25,5,0.0002950793083689174,6.032382031731684e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.375,5,0.0002637193998233922,7.305855072166486e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.5,5,0.00020254695794137413,7.224378701593398e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.625,5,0.00011967473482634716,7.879003237864266e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.75,5,2.4262317721834847e-05,7.356868318853954e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.375,0.875,5,-9.745569845014402e-05,8.743989901450475e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.375,1.0,5,-0.0002364253642645142,9.720204664580582e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.0,5,0.0002909387365658489,5.1936545095521453e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.125,5,0.00030659003443425095,5.833577338617671e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.25,5,0.00029354553799687544,6.616764790844721e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.375,5,0.00024701670278584056,6.64269780001733e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.5,5,0.00019174611751697767,8.096037420307853e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.625,5,0.00010354557288030363,9.10824004755164e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.75,5,1.8120420210099298e-06,8.024812871245601e-05,2
pure_adamw,0.05,structured_grid_diagnostic,0.5,0.875,5,-0.00012263550343685203,0.00010434139999398671,1
pure_adamw,0.05,structured_grid_diagnostic,0.5,1.0,5,-0.0002666078824822282,0.00011614945558635104,0
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.0,5,0.00025497351590475503,6.514239374763878e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.125,5,0.0002628453046297885,5.315864766017028e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.25,5,0.00024279292075508608,7.122956528385067e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.375,5,0.00020411189261313468,7.18158259685256e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.5,5,0.00013910244495751733,8.786954052885066e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.625,5,4.655536915239011e-05,9.166703198828792e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.75,5,-6.0032070555537945e-05,9.859961589541762e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.625,0.875,5,-0.0001842710123632685,9.619365962366269e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.625,1.0,5,-0.0003428503856465426,0.00010767237491532529,0
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.0,5,0.00017133649471707814,6.895326604444662e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.125,5,0.00018159532729455918,7.463911150512869e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.25,5,0.0001511885608552088,6.799546509913645e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.375,5,0.00011168267005863264,8.594398799883974e-05,5
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.5,5,5.228129172722973e-05,9.04450676398276e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.625,5,-5.295646264285026e-05,9.010853762766633e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.75,5,-0.00016883939206189247,9.682521699027482e-05,0
pure_adamw,0.05,structured_grid_diagnostic,0.75,0.875,5,-0.0002980213559202305,0.00010935693104647112,0
pure_adamw,0.05,structured_grid_diagnostic,0.75,1.0,5,-0.00045959172562604067,0.00012574193836834612,0
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.0,5,4.248001893176756e-05,7.269302740504849e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.125,5,5.008256845240311e-05,7.690731535961437e-05,4
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.25,5,1.138796485689042e-05,8.655555255722959e-05,3
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.375,5,-3.0597828045886286e-05,8.38228608326905e-05,1
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.5,5,-9.524094740709366e-05,0.00010073772695923303,1
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.625,5,-0.0002008759116685077,0.00010181604011672773,0
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.75,5,-0.0003203980385053207,0.00010882567367939242,0
pure_adamw,0.05,structured_grid_diagnostic,0.875,0.875,5,-0.0004633442289023293,0.00012240407046576563,0
pure_adamw,0.05,structured_grid_diagnostic,0.875,1.0,5,-0.000623236139134864,0.00013255478471155252,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.0,5,-0.0001348101558544368,8.11938140822421e-05,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.125,5,-0.00012464848245565818,8.751377593371627e-05,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.25,5,-0.00016951863317515858,9.634874355281259e-05,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.375,5,-0.00021613070511072863,0.00011209008761338576,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.5,5,-0.0002915186313285911,0.0001109198333642051,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.625,5,-0.00039828281701663747,0.00010807465720118416,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.75,5,-0.0005240084651992217,0.00010978468059887003,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,0.875,5,-0.000659891914352162,0.00011983495147950271,0
pure_adamw,0.05,structured_grid_diagnostic,1.0,1.0,5,-0.0008268400320886382,0.00012799138788918064,0
pure_adamw,0.1,scalar_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.1,scalar_grid_diagnostic,0.05,0.05,5,0.00019753198405938476,3.4361011095669365e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.1,0.1,5,0.0003503767303257188,3.246969693467183e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.15,0.15,5,0.0004902570560384678,3.4926004065197625e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.2,0.2,5,0.0006151196458241692,4.52985705419536e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.25,0.25,5,0.0007234107485767805,5.604100056182197e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.3,0.3,5,0.0008103522657358919,6.402032178427437e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.35,0.35,5,0.0008707843557591132,8.107897382144067e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.4,0.4,5,0.0009103975610469828,8.503662568076408e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.45,0.45,5,0.0009352356432579701,9.343925407013151e-05,5
pure_adamw,0.1,scalar_grid_diagnostic,0.5,0.5,5,0.0009454182043205694,0.00011614281534711444,5
pure_adamw,0.1,scalar_grid_diagnostic,0.55,0.55,5,0.0009321547571531141,0.00011112197055494878,5
pure_adamw,0.1,scalar_grid_diagnostic,0.6,0.6,5,0.0009063305801061183,0.00011477432925165259,5
pure_adamw,0.1,scalar_grid_diagnostic,0.65,0.65,5,0.0008571745356916072,0.00013019431237622074,5
pure_adamw,0.1,scalar_grid_diagnostic,0.7,0.7,5,0.0007997928841176893,0.0001470049466970919,5
pure_adamw,0.1,scalar_grid_diagnostic,0.75,0.75,5,0.000704923335558405,0.00015434929707960763,5
pure_adamw,0.1,scalar_grid_diagnostic,0.8,0.8,5,0.0005982715822099749,0.00016915070164621025,5
pure_adamw,0.1,scalar_grid_diagnostic,0.85,0.85,5,0.00047947601464599644,0.0001820054085460976,5
pure_adamw,0.1,scalar_grid_diagnostic,0.9,0.9,5,0.00033468537672995955,0.00020466622060624548,5
pure_adamw,0.1,scalar_grid_diagnostic,0.95,0.95,5,0.00017676584356589585,0.0002118670040264043,5
pure_adamw,0.1,scalar_grid_diagnostic,1.0,1.0,5,1.406229614486776e-06,0.0002172947937130676,2
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.125,5,0.00011982159218333343,2.8551287285823818e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.25,5,0.00018789328640931303,3.234177079704369e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.375,5,0.00022324867482454992,3.10792700674007e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.5,5,0.0002404558235612253,3.618625662786693e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.625,5,0.00021034180523553657,4.6163913916365036e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.75,5,0.00014290556608296257,5.2884573723059373e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.0,0.875,5,5.099367069276717e-05,5.9173332434409574e-05,4
pure_adamw,0.1,structured_grid_diagnostic,0.0,1.0,5,-7.44549153067542e-05,7.309392747811288e-05,0
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.0,5,0.00031912067120503095,2.2682493984670203e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.125,5,0.0004214397971171291,3.7306165942415074e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.25,5,0.0004893602057330692,3.677212951819039e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.375,5,0.0005149094784764774,5.426913992457678e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.5,5,0.0005170276974207245,6.193798529573998e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.625,5,0.0004847846876216977,6.716775842426129e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.75,5,0.000407363148236195,6.665282629728146e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,0.875,5,0.0003088958846713119,8.013484049404822e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.125,1.0,5,0.00016937559830552119,8.526003089260603e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.0,5,0.0005630350226195179,3.8628744890131405e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.125,5,0.0006614368873541831,4.893038058425785e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.25,5,0.0007234107485767805,5.604100056182197e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.375,5,0.000744513774945954,6.55459351479348e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.5,5,0.0007277023944422644,7.776558192726158e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.625,5,0.0006928733269793597,8.68631836850866e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.75,5,0.0006069430054487679,8.237125110398547e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,0.875,5,0.0004921579577338963,8.706695160527992e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.25,1.0,5,0.00035465976765443054,0.0001023468691789203,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.0,5,0.0007425727740094868,5.663761265143708e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.125,5,0.0008310437791092084,5.6542405794270373e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.25,5,0.000882572613990762,6.613858295627518e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.375,5,0.0008904387203657382,8.43215386903535e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.5,5,0.0008753931407933458,9.500024201152901e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.625,5,0.0008204697505593383,9.133499529848912e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.75,5,0.0007406396953149929,0.00010768064480568928,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,0.875,5,0.000615106020185463,0.0001034688748500753,5
pure_adamw,0.1,structured_grid_diagnostic,0.375,1.0,5,0.00046296551764339887,0.00012644263994457492,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.0,5,0.0008505841411454273,7.495867562916439e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.125,5,0.0009311745940307148,7.599262861012885e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.25,5,0.0009648723286281413,8.631074654309666e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.375,5,0.0009790561486027638,9.77851826626281e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.5,5,0.0009454182043205694,0.00011614281534711444,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.625,5,0.00089188887168965,0.00011784983849692801,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.75,5,0.0007955141604266025,0.00011464565277979768,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,0.875,5,0.0006626740346235227,0.00012478583988813973,5
pure_adamw,0.1,structured_grid_diagnostic,0.5,1.0,5,0.0005080042322292311,0.00013171403809624153,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.0,5,0.0008888858279487266,9.924209708781013e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.125,5,0.0009594426809810041,9.336030797194745e-05,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.25,5,0.0009917770219376454,0.00010487574438029021,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.375,5,0.0009866544080833427,0.00010663612609156189,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.5,5,0.0009546749417599365,0.0001208000640539489,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.625,5,0.0008863610796748134,0.00012372854090982887,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.75,5,0.0007782602395347115,0.0001396240399650876,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,0.875,5,0.0006427359945013311,0.0001376672561736441,5
pure_adamw,0.1,structured_grid_diagnostic,0.625,1.0,5,0.0004766138611706605,0.00015917998811701916,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.0,5,0.0008618493183701226,0.00011559029129329693,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.125,5,0.0009212855677211528,0.00012490674141942077,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.25,5,0.000946677147169872,0.00012525750087536455,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.375,5,0.0009314981336420392,0.00013426472793673022,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.5,5,0.000893066532186193,0.00014078354492822408,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.625,5,0.0008129312236547559,0.00014764410501933296,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.75,5,0.000704923335558405,0.00015434929707960763,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,0.875,5,0.0005626759018385385,0.0001611237267332418,5
pure_adamw,0.1,structured_grid_diagnostic,0.75,1.0,5,0.0003885563597189723,0.00017924052782592557,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.0,5,0.0007479196545902677,0.00013528977751504735,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.125,5,0.000808600664736625,0.00014095915212444048,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.25,5,0.0008232340414623618,0.00015000149732988043,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.375,5,0.0008081225686789484,0.00016312570568471037,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.5,5,0.0007633402229056507,0.00018227381084058177,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.625,5,0.0006791734521847115,0.0001734009963498957,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.75,5,0.0005615278155198577,0.0001885480117587169,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,0.875,5,0.0004091760321054849,0.00019064832504899184,5
pure_adamw,0.1,structured_grid_diagnostic,0.875,1.0,5,0.00022953932329414784,0.00020978583918658373,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.0,5,0.0005866573155889565,0.00015273257460263992,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.125,5,0.0006328499235585649,0.00015697231519669458,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.25,5,0.00064176307326953,0.00016603627782378378,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.375,5,0.0006216098032746587,0.00017915616186684477,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.5,5,0.0005668819109180933,0.00019313866254069267,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.625,5,0.0004719695246260702,0.00019211161281776083,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.75,5,0.00034154770921097645,0.00020349039736169825,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,0.875,5,0.00019412705912777995,0.00021420673145527413,5
pure_adamw,0.1,structured_grid_diagnostic,1.0,1.0,5,1.406229614486776e-06,0.0002172947937130676,2
pure_adamw,0.15,scalar_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.15,scalar_grid_diagnostic,0.05,0.05,5,0.0004064233424269315,6.122045330692088e-05,5
pure_adamw,0.15,scalar_grid_diagnostic,0.1,0.1,5,0.0007780613907031775,7.722598758780166e-05,5
pure_adamw,0.15,scalar_grid_diagnostic,0.15,0.15,5,0.0011108540629732656,9.47882301033883e-05,5
pure_adamw,0.15,scalar_grid_diagnostic,0.2,0.2,5,0.0014165614024858274,0.00011981207514488577,5
pure_adamw,0.15,scalar_grid_diagnostic,0.25,0.25,5,0.0016986182146886187,0.0001484793284148947,5
pure_adamw,0.15,scalar_grid_diagnostic,0.3,0.3,5,0.001939855420091785,0.00016695224091866148,5
pure_adamw,0.15,scalar_grid_diagnostic,0.35,0.35,5,0.002157467393949375,0.000196189090297307,5
pure_adamw,0.15,scalar_grid_diagnostic,0.4,0.4,5,0.0023444400444594836,0.00020007691844290106,5
pure_adamw,0.15,scalar_grid_diagnostic,0.45,0.45,5,0.002495718139502312,0.00022610915038707443,5
pure_adamw,0.15,scalar_grid_diagnostic,0.5,0.5,5,0.002608968625899921,0.00024188316097879524,5
pure_adamw,0.15,scalar_grid_diagnostic,0.55,0.55,5,0.002686931639796297,0.0002606038328676277,5
pure_adamw,0.15,scalar_grid_diagnostic,0.6,0.6,5,0.0027528134551927153,0.0002731986439983053,5
pure_adamw,0.15,scalar_grid_diagnostic,0.65,0.65,5,0.002770135402303442,0.00029457391264917017,5
pure_adamw,0.15,scalar_grid_diagnostic,0.7,0.7,5,0.002761683277251903,0.00029547007618807705,5
pure_adamw,0.15,scalar_grid_diagnostic,0.75,0.75,5,0.0027327081399243893,0.0003095929481246521,5
