step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.597455859184265,0.4,152.8423873577267
500,4.934466004371643,0.4,302.53779362980276
750,4.353144064545631,0.4,450.5057125380263
1000,4.192602276802063,0.4,599.506210649386
1250,4.041370779275894,0.3612205128205129,744.1087857526727
1500,3.942409500479698,0.3125025641025641,892.1057888134383
1750,3.821342259645462,0.2637846153846154,1041.1313442885876
2000,3.848665401339531,0.21506666666666666,1190.1319181825966
2250,3.681562438607216,0.16634871794871797,1339.8875688966364
2500,3.7170894891023636,0.11763076923076923,1490.5622572056018
2750,3.541883945465088,0.06891282051282052,1640.853189939633
3000,3.4957330226898193,0.04000000000000001,1790.9237542105839
