step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.940019935369492,0.4,175.7749879974872
500,4.3885268419981,0.4,334.69441781169735
750,4.1809104681015015,0.4,494.6129478322109
1000,3.981631264090538,0.4,655.0634796898812
1250,3.9291838705539703,0.3612205128205129,813.7497328669997
1500,3.8079021275043488,0.3125025641025641,973.399039158714
1750,3.6014369130134583,0.2637846153846154,1134.213899167371
2000,3.6573566794395447,0.21506666666666666,1293.6693546546157
2250,3.5069872736930847,0.16634871794871797,1453.6514661505353
2500,3.4811774492263794,0.11763076923076923,1613.759586125263
2750,3.5536501705646515,0.06891282051282052,1773.02286878007
3000,3.4753475040197372,0.06,1933.0751755937235
