step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.014790117740631,0.4,173.10341908037663
500,4.237326949834824,0.4,328.5655293725431
750,4.07383494079113,0.4,485.34974370896816
1000,4.014244496822357,0.4,638.6656247870997
1250,3.8749814480543137,0.3612205128205129,790.1487864041701
1500,3.727531313896179,0.3125025641025641,940.1807155814022
1750,3.819451943039894,0.2637846153846154,1089.3027445860207
2000,3.805879145860672,0.21506666666666666,1239.0647806366906
2250,3.603142946958542,0.16634871794871797,1388.6830859724432
2500,3.4572447538375854,0.11763076923076923,1537.8726453511044
2750,3.57451269030571,0.06891282051282052,1686.6416689762846
3000,3.397004082798958,0.020194871794871797,1837.4145210077986
