name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.04569944366812706,0.20961337430136545,0.8210060739152246,0.17038920629820112,0.8253084338085117
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.04670172557234764,0.20823795241968973,0.8168126439156862,0.17408172153740176,0.8213654611891422
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.03266521915793419,0.17134902945586614,0.8398875599136727,0.1107724210768672,0.8645575694184027
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.03498281165957451,0.18394523433276586,0.8402086333845119,0.11146038788383472,0.8643741227503385
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.1811731904745102,0.8148125665528434,0.8180966051008153,0.1753755705175275,0.8213605172916438
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.1775980442762375,0.7941716824259076,0.817242666244662,0.17942283845363935,0.8189099138955114
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.04038156941533089,0.20673687543187821,0.8365902252245946,0.1299848042098153,0.8533027105073896
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.04148773476481438,0.20644345028059824,0.8326643146677364,0.13356242345269723,0.8495509456075196
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.029427597299218178,0.1684446164539882,0.8512797894103445,0.08147002509433672,0.8849048821580039
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.03372768312692642,0.18950564520699636,0.8489128689759309,0.09773773116405342,0.8755875689059387
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,2.2601307136937976e-06,1.830059734077492e-05,0.89007535590635,0.02206318675286975,0.9340060845767402
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.07422953844070435,0.36755779811314176,0.831979026334864,0.14648421899981637,0.8427474036675238
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.07391054928302765,0.35029676982334684,0.8257678593600744,0.1510936396699221,0.8373371098450761
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.04032095894217491,0.1943924448319844,0.8282119457439608,0.14116836688587836,0.8435217894290412
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.040578532963991165,0.1922422285590853,0.8257091304979296,0.14330400690914655,0.8412025617943915
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.025512903928756714,0.1517319061926433,0.8560583866388968,0.07451453468676356,0.8907719259760667
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.029816506430506706,0.18476054285253798,0.8610452211448938,0.06613190118084479,0.8974566599820245
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.10250364243984222,0.5298489076750619,0.8379011163610925,0.1305534826321871,0.8536738168644527
transformer.h.2.mlp.c_proj.weight,2,mlp_down,mlp,2359296,768x3072,0,0.10455521196126938,0.5171582485948291,0.8318273310863354,0.13649820087314724,0.8476645651065942
transformer.h.3.attn.c_q.weight,3,attn_qkv,attn,589824,768x768,1,0.04116782173514366,0.20356738567352295,0.8317862714930087,0.13805693873466843,0.8468646663791701
transformer.h.3.attn.c_k.weight,3,attn_qkv,attn,589824,768x768,1,0.04150440916419029,0.20180785868849074,0.8294191676791238,0.14321739881336468,0.8431008844328796
transformer.h.3.attn.c_v.weight,3,attn_qkv,attn,589824,768x768,1,0.02521011233329773,0.14852857483284815,0.8548963806248325,0.0708476603712306,0.892024360126801
transformer.h.3.attn.c_proj.weight,3,attn_out,attn,589824,768x768,1,0.03431089594960213,0.19225325967584336,0.84855991074632,0.0958043092322045,0.8763778007570577
transformer.h.3.attn.ve_gate.weight,3,attn_aux,attn,72,6x12,0,5.609219897451112e-06,2.1633489918063526e-05,0.7941019841478222,0.1109573879651154,0.8415722980913534
transformer.h.3.mlp.c_fc.weight,3,mlp_up,mlp,2359296,3072x768,0,0.13633768260478973,0.6974398578916278,0.8364819439444046,0.12944109046274407,0.8535204267408303
transformer.h.3.mlp.c_proj.weight,3,mlp_down,mlp,2359296,768x3072,0,0.13727962970733643,0.6815269930022103,0.8323418180802462,0.13483654384664148,0.8487526371168024
transformer.h.4.attn.c_q.weight,4,attn_qkv,attn,589824,768x768,1,0.04117351770401001,0.19792430315698897,0.8277963489765702,0.14166942118214085,0.8430634638972146
transformer.h.4.attn.c_k.weight,4,attn_qkv,attn,589824,768x768,1,0.04143872112035751,0.1962412872484752,0.8256533168071386,0.14868050783316314,0.8384864044869877
transformer.h.4.attn.c_v.weight,4,attn_qkv,attn,589824,768x768,1,0.024917881935834885,0.1495244066630091,0.8571568732789486,0.06324746070213237,0.8969547062884081
