step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.399996876716614,0.4,143.8970907740295
500,4.805431932210922,0.4,289.32303834473714
750,4.350432112812996,0.4,433.93754514167085
1000,4.229573220014572,0.4,577.8117402861826
1250,4.086429953575134,0.3612205128205129,723.318208552897
1500,3.820198640227318,0.3125025641025641,867.2322975224815
1750,3.8328817486763,0.2637846153846154,1010.9290388240479
2000,3.710588976740837,0.21506666666666666,1154.3977746698074
2250,3.7430205047130585,0.16634871794871797,1299.125314857345
2500,3.6770375669002533,0.11763076923076923,1441.6230542925186
2750,3.658932700753212,0.06891282051282052,1584.9247106243856
3000,3.6527315080165863,0.04000000000000001,1729.1525249327533
