step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.9182014763355255,0.4,206.3621379164979
500,4.374533534049988,0.4,394.66810021270066
750,4.172519415616989,0.4,583.7465900941752
1000,3.982740178704262,0.4,772.7481367108412
1250,3.928555905818939,0.3612205128205129,962.947191325482
1500,3.8000313192605972,0.3125025641025641,1150.4764891732484
1750,3.5939315110445023,0.2637846153846154,1338.375760173425
2000,3.655640125274658,0.21506666666666666,1525.471018243581
2250,3.5014794021844864,0.16634871794871797,1712.683200391475
2500,3.4782866090536118,0.11763076923076923,1899.0149515331723
2750,3.547585666179657,0.06891282051282052,2084.353967265226
3000,3.465633437037468,0.020194871794871797,2248.5531089105643
