step,train_loss,raw_bpb,lr_multiplier
248,4.882283419370651,1.5429220363816751,0.4
504,4.205237075686455,1.3215683081415195,0.4
760,4.059238150715828,1.2526613242555282,0.4
1016,3.9083857387304306,1.2199362643989813,0.4
1272,3.878046914935112,1.192826281952061,0.3569333333333334
1528,3.7854738235473633,1.1676929906599416,0.3070461538461539
1784,3.6534369587898254,1.1469194482718184,0.2571589743589744
2040,3.641913264989853,1.1253220142107494,0.20727179487179487
2296,3.5442841202020645,1.1090182078364232,0.1573846153846154
2488,3.5760238617658615,1.0931099551090089,0.11996923076923079
2600,3.459547594189644,1.0852880079073797,0.09814358974358975
2696,3.4653440117836,1.0787044393764926,0.07943589743589745
2760,3.606147050857544,1.0742119130935581,0.06696410256410257
2808,3.3882896304130554,1.0715303997194452,0.05761025641025641
2856,3.426019087433815,1.0679673755728656,0.04825641025641026
2904,3.5735374093055725,1.0648950988907608,0.03890256410256411
2936,3.4942975491285324,1.0632720570208667,0.03266666666666667
2968,3.3921326398849487,1.0612946608592684,0.026430769230769237
3000,3.4745633751153946,1.0598509869054227,0.020194871794871797
