recipe,method,alpha,step,eval_kind,bpb,bpb_se,nll,nll_se,n_eval_batches,eval_seconds,floor,trajectory_id,lr_multiplier,stream_seed,paired_delta_vs_raw,paired_se_vs_raw,paired_z_vs_raw,window,spacing,ema_beta,mean_alpha_by_numel
raw,Raw iterate,0.0,248,curve,1.5429220363816751,0.019532203606181856,5.001675516366959,0.0381035135009028,32,0.8288215970387682,0.05,floor_05p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,248,curve,1.613509587078789,0.01980240017973036,5.231955707073212,0.03711408575746198,32,0.7635103289503604,0.05,floor_05p00pct,0.4,1103,0.07058755069711391,0.002030630597105941,34.76139421799092,8,32,,
tsa:1.000,Uniform LAWA,1.0,248,curve,1.7155100358107969,0.020231518289173876,5.563786894083023,0.03544809690958265,32,0.766396897030063,0.05,floor_05p00pct,0.4,1103,0.17258799942912167,0.004226737565053065,40.832437967308465,8,32,,
raw,Raw iterate,0.0,504,curve,1.3215683081415195,0.017255777633495274,4.286894828081131,0.04353347488887766,32,0.7604416660033166,0.05,floor_05p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,504,curve,1.3147686795369375,0.017248031247534892,4.264272622764111,0.042520926540554914,32,0.7835248610936105,0.05,floor_05p00pct,0.4,1103,-0.006799628604581734,0.001244841066240725,-5.462246377455895,8,32,,
tsa:1.000,Uniform LAWA,1.0,504,curve,1.346057669806881,0.017529758555945588,4.364940032362938,0.04091175552346383,32,0.7584829110419378,0.05,floor_05p00pct,0.4,1103,0.02448936166536158,0.0029180361328311776,8.392412071197066,8,32,,
raw,Raw iterate,0.0,760,curve,1.2526613242555282,0.017286194755387327,4.06367601454258,0.046013314577458685,32,0.7839257640298456,0.05,floor_05p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,760,curve,1.2201817804028885,0.017168195005414555,3.9583907276391983,0.046054519464241155,32,0.7731857119360939,0.05,floor_05p00pct,0.4,1103,-0.032479543852639875,0.0006474135072132573,-50.168159129774146,8,32,,
tsa:1.000,Uniform LAWA,1.0,760,curve,1.2233111026095718,0.017119777777361903,3.9685311317443848,0.04583241137899147,32,0.7552261359523982,0.05,floor_05p00pct,0.4,1103,-0.029350221645956603,0.001032811573112162,-28.417789275458873,8,32,,
raw,Raw iterate,0.0,1016,curve,1.2199362643989813,0.017111935490801946,3.9569901898503304,0.044914386182818844,32,0.7504518859786913,0.05,floor_05p00pct,0.4,1103,,,,,,,
