step,train_loss,raw_bpb,lr_multiplier
248,4.8752836883068085,1.542956018457759,0.4
504,4.2089517414569855,1.320266088238693,0.4
760,4.06361947953701,1.2506004245984137,0.4
1016,3.9107225090265274,1.2205466455927056,0.4
1272,3.8788816183805466,1.1935450418500624,0.3569333333333334
1528,3.78339159488678,1.1672823190934478,0.3070461538461539
1784,3.6582636535167694,1.1464221416482487,0.2571589743589744
2040,3.648400902748108,1.1239103519148506,0.20727179487179487
2296,3.5451927483081818,1.1073742091387464,0.1573846153846154
2488,3.575871616601944,1.093239758330924,0.11996923076923079
2600,3.4603217095136642,1.0856585637630323,0.09814358974358975
2696,3.466041147708893,1.0784914891782917,0.07943589743589745
2760,3.607940509915352,1.0740521040563615,0.06696410256410257
2808,3.3941152542829514,1.0712764918900632,0.05761025641025641
2856,3.4232290536165237,1.0673852141643037,0.04825641025641026
2904,3.56777785718441,1.0646106263450534,0.04000000000000001
2936,3.4927086532115936,1.0632832506860428,0.04000000000000001
2968,3.3909877240657806,1.0618190884910068,0.04000000000000001
3000,3.481541559100151,1.060662429901098,0.04000000000000001
