recipe,method,alpha,step,eval_kind,bpb,bpb_se,nll,nll_se,n_eval_batches,eval_seconds,floor,trajectory_id,lr_multiplier,stream_seed,paired_delta_vs_raw,paired_se_vs_raw,paired_z_vs_raw,window,spacing,ema_beta,mean_alpha_by_numel
raw,Raw iterate,0.0,248,curve,1.542956018457759,0.019475818376774676,5.001818969845772,0.03815355186123112,32,0.8849217661190778,0.1,floor_10p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,248,curve,1.61096510903478,0.019764573396740513,5.22341750562191,0.03710431076291032,32,0.7811227899510413,0.1,floor_10p00pct,0.4,1103,0.06800909057702087,0.0019255277524596627,35.31971455106076,8,32,,
tsa:1.000,Uniform LAWA,1.0,248,curve,1.71320244058693,0.02015540529325688,5.555928632616997,0.03532595757035166,32,0.7849050790537149,0.1,floor_10p00pct,0.4,1103,0.17024642212917096,0.004097573137374031,41.54811065514624,8,32,,
raw,Raw iterate,0.0,504,curve,1.320266088238693,0.01719908418739231,4.282659962773323,0.04290534070071079,32,0.7843160689808428,0.1,floor_10p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,504,curve,1.3130208253067401,0.01716488701857972,4.258584797382355,0.04186268938846435,32,0.8008290559519082,0.1,floor_10p00pct,0.4,1103,-0.007245262931952864,0.0011498956525933036,-6.3008003514170845,8,32,,
tsa:1.000,Uniform LAWA,1.0,504,curve,1.3446652584953545,0.017456258395488925,4.360491760075092,0.040502980237539045,32,0.8177728489972651,0.1,floor_10p00pct,0.4,1103,0.024399170256661475,0.002803557203901569,8.702932910627391,8,32,,
raw,Raw iterate,0.0,760,curve,1.2506004245984137,0.017094992440146603,4.056923113763332,0.0455547771763632,32,0.8245106220711023,0.1,floor_10p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,760,curve,1.2191041907187714,0.017053111263416153,3.9548136442899704,0.04570472639083785,32,0.8155471400823444,0.1,floor_10p00pct,0.4,1103,-0.031496233879642274,0.000618610660016955,-50.91446998145655,8,32,,
tsa:1.000,Uniform LAWA,1.0,760,curve,1.2228838866893574,0.016990651510900363,3.9670675843954086,0.045342501087517986,32,0.8396102129481733,0.1,floor_10p00pct,0.4,1103,-0.027716537909056302,0.0010682288886286586,-25.94625384512628,8,32,,
raw,Raw iterate,0.0,1016,curve,1.2205466455927056,0.01687148683597826,3.959080807864666,0.04399808678619329,32,0.7930823219940066,0.1,floor_10p00pct,0.4,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1016,curve,1.182917482433178,0.01697273855362385,3.8370135873556137,0.04525864252819853,32,0.8120309510268271,0.1,floor_10p00pct,0.4,1103,-0.03762916315952744,0.0008789188490210988,-42.81301191962961,8,32,,
tsa:1.000,Uniform LAWA,1.0,1016,curve,1.1815880190426786,0.017154259052816964,3.8326590806245804,0.04612841721977499,32,0.7730523808859289,0.1,floor_10p00pct,0.4,1103,-0.03895862655002697,0.0013255746174032797,-29.389991358121023,8,32,,
raw,Raw iterate,0.0,1272,curve,1.1935450418500624,0.017207838363991104,3.8711594119668007,0.046141188304556456,32,0.8210662140045315,0.1,floor_10p00pct,0.3569333333333334,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1272,curve,1.1580757699039899,0.017062737290610686,3.756238080561161,0.04603921504264791,32,0.8083722819574177,0.1,floor_10p00pct,0.3569333333333334,1103,-0.03546927194607273,0.0005972085199209264,-59.391771488405844,8,32,,
tsa:1.000,Uniform LAWA,1.0,1272,curve,1.1556789621914318,0.016943185175651538,3.748558171093464,0.04559637121868886,32,0.7946160449646413,0.1,floor_10p00pct,0.3569333333333334,1103,-0.0378660796586306,0.0009723565073728064,-38.94258882571817,8,32,,
raw,Raw iterate,0.0,1528,curve,1.1672823190934478,0.017094292599977585,3.785981997847557,0.0461694640821664,32,0.7889317348599434,0.1,floor_10p00pct,0.3070461538461539,1103,,,,,,,
tsa:0.550,TSA alpha=0.55,0.55,1528,curve,1.136809572382332,0.016978236913357335,3.687417134642601,0.04657127550785248,32,0.7980001140385866,0.1,floor_10p00pct,0.3070461538461539,1103,-0.030472746711116022,0.0008601452771849417,-35.42744175826476,8,32,,
tsa:1.000,Uniform LAWA,1.0,1528,curve,1.134838219618359,0.0168968479296026,3.68114273250103,0.046452123238481996,32,0.7929518150631338,0.1,floor_10p00pct,0.3070461538461539,1103,-0.03244409947508868,0.0011653374276562102,-27.84094864295401,8,32,,
raw,Raw iterate,0.0,1784,curve,1.1464221416482487,0.017216969636050582,3.7182162776589394,0.046671536289555636,32,0.830947935115546,0.1,floor_10p00pct,0.2571589743589744,1103,,,,,,,
