step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,5.10504937171936,168.77895480045117,0.4,0.4,0.4,0.4
500,4.306842669844627,317.8613865082152,0.4,0.4,0.4,0.4
750,4.0557719469070435,466.78922681557015,0.4,0.4,0.4,0.4
1000,3.888325944542885,615.3318787557073,0.4,0.4,0.4,0.4
1250,3.903859242796898,764.5162053774111,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.813574492931366,913.529411390191,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.718800574541092,1062.5426390299108,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.6749979853630066,1211.6767807095312,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6660794019699097,1361.150159206707,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.573596179485321,1510.551216736436,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4275851398706436,1660.034804039169,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.519761845469475,1809.4830192474183,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
