step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.019416123628616,0.4,163.79662057498354
500,4.307118281722069,0.4,314.15869516687235
750,4.040687769651413,0.4,466.01278350786015
1000,3.965261161327362,0.4,620.1415325137932
1250,3.8833374828100204,0.3612205128205129,772.2390083688078
1500,3.936850979924202,0.3125025641025641,924.6387330847792
1750,3.706163987517357,0.2637846153846154,1080.6968201748969
2000,3.4291576892137527,0.21506666666666666,1234.247412689896
2250,3.676969900727272,0.16634871794871797,1388.235139072909
2500,3.458049848675728,0.11763076923076923,1541.817229603912
2750,3.4835877865552902,0.06891282051282052,1694.9131709768699
3000,3.3603656738996506,0.04000000000000001,1848.3582214547132
