step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.91101598739624,188.48484478101454,0.4,0.4,0.4,0.4
500,4.221101924777031,339.886447276971,0.4,0.4,0.4,0.4
750,3.975683569908142,491.17023296801926,0.4,0.4,0.4,0.4
1000,4.023543566465378,642.9335540290704,0.4,0.4,0.4,0.4
1250,3.8849018961191177,794.1339776060486,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.875360742211342,945.5728049560494,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.773224398493767,1097.7758594399784,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.679301232099533,1249.5337330280163,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6044710129499435,1402.050427466027,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.470931425690651,1554.4114120890517,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.5821567475795746,1706.7743665430535,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4358564019203186,1861.1294814790526,0.020194871794871797,0.020194871794871797,0.020194871794871797,0.020194871794871797
