step,train_loss,lr_multiplier
250,5.020473420619965,0.4
500,4.34838193655014,0.4
750,4.038356527686119,0.4
1000,4.050176650285721,0.4
1250,3.86230731010437,0.3612205128205129
1500,3.7336907535791397,0.3125025641025641
1750,3.7781681269407272,0.2637846153846154
2000,3.635318472981453,0.21506666666666666
2250,3.5583944469690323,0.16634871794871797
2500,3.40230193734169,0.11763076923076923
2750,3.3786299377679825,0.06891282051282052
3000,3.4831490367650986,0.04000000000000001
