step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.885183930397034,165.87755509419367,0.4,0.4,0.4,0.4
500,4.274635270237923,313.62377282162197,0.4,0.4,0.4,0.4
750,4.170756414532661,461.63172296225093,0.4,0.4,0.4,0.4
1000,3.9149992913007736,609.8044652771205,0.4,0.4,0.4,0.4
1250,3.9527093321084976,758.4985598053318,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7640455812215805,908.9989046698902,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.718274936079979,1060.748558907304,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.789333775639534,1210.1264929038007,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.5796190053224564,1360.2508046843577,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5897391587495804,1510.6421576482244,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4289075434207916,1660.3337409393862,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.425755187869072,1809.2429398996755,0.03430265942558662,0.03430265942558662,0.03430265942558662,0.03430265942558662
